tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_016142-T1_mrna	gene-CEP52_016142	3351.298	3355.439	3351.43	3366.442	3355.267	3350.311	3353.799	3349.283	3353.9	3356.281	3355.005	3357.959	3358.984	3353.255	3363.819	3351.312
CEP52_016143-T1_mrna	gene-CEP52_016143	2370.298	2374.439	2370.43	2385.442	2374.267	2369.311	2372.799	2368.283	2372.9	2375.281	2374.005	2376.959	2377.984	2372.255	2382.819	2370.312
CEP52_016144-T1_mrna	gene-CEP52_016144	339.419	343.537	339.664	354.491	343.401	338.832	341.799	337.47	341.9	344.281	343.4	345.959	346.984	341.255	351.819	339.375
CEP52_016145-T1_mrna	gene-CEP52_016145	2187.298	2191.439	2187.43	2202.442	2191.267	2186.311	2189.799	2185.283	2189.9	2192.281	2191.005	2193.959	2194.984	2189.255	2199.819	2187.312
CEP52_016146-T1_mrna	gene-CEP52_016146	1317.298	1321.439	1317.43	1332.442	1321.267	1316.311	1319.799	1315.283	1319.9	1322.281	1321.005	1323.959	1324.984	1319.255	1329.819	1317.312
CEP52_016147-T1_mrna	gene-CEP52_016147	2484.298	2488.439	2484.43	2499.442	2488.267	2483.311	2486.799	2482.283	2486.9	2489.281	2488.005	2490.959	2491.984	2486.255	2496.819	2484.312
CEP52_016148-T1_mrna	gene-CEP52_016148	621.298	625.439	621.43	636.442	625.267	620.311	623.799	619.283	623.9	626.281	625.005	627.959	628.984	623.255	633.819	621.312
CEP52_016149-T1_mrna	gene-CEP52_016149	507.326	511.439	507.43	522.442	511.267	506.311	509.799	505.283	509.9	512.281	511.005	513.959	514.984	509.255	519.819	507.312
CEP52_016150-T1_mrna	gene-CEP52_016150	1038.298	1042.439	1038.43	1053.442	1042.267	1037.311	1040.799	1036.283	1040.9	1043.281	1042.005	1044.959	1045.984	1040.255	1050.819	1038.312
CEP52_016151-T1_mrna	gene-CEP52_016151	1533.298	1537.439	1533.43	1548.442	1537.267	1532.311	1535.799	1531.283	1535.9	1538.281	1537.005	1539.959	1540.984	1535.255	1545.819	1533.312
CEP52_016152-T1_mrna	gene-CEP52_016152	408.333	412.444	408.431	423.442	412.315	407.311	410.799	406.283	410.9	413.281	412.005	414.959	415.984	410.255	420.819	408.312
CEP52_016153-T1_mrna	gene-CEP52_016153	846.298	850.439	846.43	861.442	850.267	845.311	848.799	844.283	848.9	851.281	850.005	852.959	853.984	848.255	858.819	846.312
CEP52_016154-T1_mrna	gene-CEP52_016154	1572.298	1576.439	1572.43	1587.442	1576.267	1571.311	1574.799	1570.283	1574.9	1577.281	1576.005	1578.959	1579.984	1574.255	1584.819	1572.312
CEP52_016155-T1_mrna	gene-CEP52_016155	405.336	409.444	405.431	420.442	409.315	404.311	407.799	403.283	407.9	410.281	409.005	411.959	412.984	407.255	417.819	405.312
CEP52_016156-T1_mrna	gene-CEP52_016156	906.298	910.439	906.43	921.442	910.267	905.311	908.799	904.283	908.9	911.281	910.005	912.959	913.984	908.255	918.819	906.312
CEP52_016157-T1_mrna	gene-CEP52_016157	1188.298	1192.439	1188.43	1203.442	1192.267	1187.311	1190.799	1186.283	1190.9	1193.281	1192.005	1194.959	1195.984	1190.255	1200.819	1188.312
CEP52_016158-T1_mrna	gene-CEP52_016158	693.298	697.439	693.43	708.442	697.267	692.311	695.799	691.283	695.9	698.281	697.005	699.959	700.984	695.255	705.819	693.312
CEP52_016159-T1_mrna	gene-CEP52_016159	1362.298	1366.439	1362.43	1377.442	1366.267	1361.311	1364.799	1360.283	1364.9	1367.281	1366.005	1368.959	1369.984	1364.255	1374.819	1362.312
CEP52_016160-T1_mrna	gene-CEP52_016160	1479.298	1483.439	1479.43	1494.442	1483.267	1478.311	1481.799	1477.283	1481.9	1484.281	1483.005	1485.959	1486.984	1481.255	1491.819	1479.312
CEP52_016161-T1_mrna	gene-CEP52_016161	855.298	859.439	855.43	870.442	859.267	854.311	857.799	853.283	857.9	860.281	859.005	861.959	862.984	857.255	867.819	855.312
CEP52_016162-T1_mrna	gene-CEP52_016162	363.376	367.485	363.538	378.442	367.368	362.623	365.799	361.379	365.9	368.281	367.4	369.959	370.984	365.255	375.819	363.353
CEP52_016163-T1_mrna	gene-CEP52_016163	1374.298	1378.439	1374.43	1389.442	1378.267	1373.311	1376.799	1372.283	1376.9	1379.281	1378.005	1380.959	1381.984	1376.255	1386.819	1374.312
CEP52_016164-T1_mrna	gene-CEP52_016164	2055.298	2059.439	2055.43	2070.442	2059.267	2054.311	2057.799	2053.283	2057.9	2060.281	2059.005	2061.959	2062.984	2057.255	2067.819	2055.312
CEP52_016165-T1_mrna	gene-CEP52_016165	179.948	183.748	180.565	193.641	183.393	180.474	183.218	178.14	184.097	184.854	182.472	186.355	188.71	190.955	189.82	179.934
CEP52_016166-T1_mrna	gene-CEP52_016166	250.07	253.989	250.316	264.759	253.844	250.56	253.154	248.382	251.9	254.281	253.4	256.408	258.194	251.255	261.819	249.843
CEP52_016167-T1_mrna	gene-CEP52_016167	273.759	277.766	274.034	288.655	277.623	273.406	277.154	271.889	275.9	278.281	277.4	279.959	280.984	275.255	285.819	273.664
CEP52_016168-T1_mrna	gene-CEP52_016168	1041.298	1045.439	1041.43	1056.442	1045.267	1040.311	1043.799	1039.283	1043.9	1046.281	1045.005	1047.959	1048.984	1043.255	1053.819	1041.312
CEP52_016169-T1_mrna	gene-CEP52_016169	63.86	65.576	64.08	69.661	63.491	64.271	66.392	62.005	66.728	63.965	66.54	66.717	66.428	65.124	64.288	62.532
CEP52_016170-T1_mrna	gene-CEP52_016170	519.326	523.439	519.43	534.442	523.267	518.311	521.799	517.283	521.9	524.281	523.005	525.959	526.984	521.255	531.819	519.312
CEP52_016171-T1_mrna	gene-CEP52_016171	1146.298	1150.439	1146.43	1161.442	1150.267	1145.311	1148.799	1144.283	1148.9	1151.281	1150.005	1152.959	1153.984	1148.255	1158.819	1146.312
CEP52_016172-T1_mrna	gene-CEP52_016172	603.298	607.439	603.43	618.442	607.267	602.311	605.799	601.283	605.9	608.281	607.005	609.959	610.984	605.255	615.819	603.312
CEP52_016173-T1_mrna	gene-CEP52_016173	633.298	637.439	633.43	648.442	637.267	632.311	635.799	631.283	635.9	638.281	637.005	639.959	640.984	635.255	645.819	633.312
CEP52_016174-T1_mrna	gene-CEP52_016174	135.471	138.848	136.224	147.14	137.735	135.823	138.008	134.084	136.178	139.401	137.368	141.331	142.336	143.331	142.228	135.172
CEP52_016175-T1_mrna	gene-CEP52_016175	1353.298	1357.439	1353.43	1368.442	1357.267	1352.311	1355.799	1351.283	1355.9	1358.281	1357.005	1359.959	1360.984	1355.255	1365.819	1353.312
CEP52_016176-T1_mrna	gene-CEP52_016176	975.298	979.439	975.43	990.442	979.267	974.311	977.799	973.283	977.9	980.281	979.005	981.959	982.984	977.255	987.819	975.312
CEP52_016177-T1_mrna	gene-CEP52_016177	597.298	601.439	597.43	612.442	601.267	596.311	599.799	595.283	599.9	602.281	601.005	603.959	604.984	599.255	609.819	597.312
CEP52_016178-T1_mrna	gene-CEP52_016178	1107.298	1111.439	1107.43	1122.442	1111.267	1106.311	1109.799	1105.283	1109.9	1112.281	1111.005	1113.959	1114.984	1109.255	1119.819	1107.312
CEP52_016179-T1_mrna	gene-CEP52_016179	1410.298	1414.439	1410.43	1425.442	1414.267	1409.311	1412.799	1408.283	1412.9	1415.281	1414.005	1416.959	1417.984	1412.255	1422.819	1410.312
CEP52_016180-T1_mrna	gene-CEP52_016180	669.298	673.439	669.43	684.442	673.267	668.311	671.799	667.283	671.9	674.281	673.005	675.959	676.984	671.255	681.819	669.312
CEP52_016181-T1_mrna	gene-CEP52_016181	2466.298	2470.439	2466.43	2481.442	2470.267	2465.311	2468.799	2464.283	2468.9	2471.281	2470.005	2472.959	2473.984	2468.255	2478.819	2466.312
CEP52_016182-T1_mrna	gene-CEP52_016182	555.326	559.439	555.43	570.442	559.267	554.311	557.799	553.283	557.9	560.281	559.005	561.959	562.984	557.255	567.819	555.312
CEP52_016183-T1_mrna	gene-CEP52_016183	294.592	298.647	294.827	309.572	298.481	293.978	296.799	292.632	296.9	299.281	298.4	300.959	301.984	296.255	306.819	294.572
CEP52_016184-T1_mrna	gene-CEP52_016184	504.326	508.439	504.43	519.442	508.267	503.311	506.799	502.283	506.9	509.281	508.005	510.959	511.984	506.255	516.819	504.312
CEP52_016185-T1_mrna	gene-CEP52_016185	756.298	760.439	756.43	771.442	760.267	755.311	758.799	754.283	758.9	761.281	760.005	762.959	763.984	758.255	768.819	756.312
CEP52_016186-T1_mrna	gene-CEP52_016186	1902.298	1906.439	1902.43	1917.442	1906.267	1901.311	1904.799	1900.283	1904.9	1907.281	1906.005	1908.959	1909.984	1904.255	1914.819	1902.312
CEP52_016187-T1_mrna	gene-CEP52_016187	1686.298	1690.439	1686.43	1701.442	1690.267	1685.311	1688.799	1684.283	1688.9	1691.281	1690.005	1692.959	1693.984	1688.255	1698.819	1686.312
CEP52_016188-T1_mrna	gene-CEP52_016188	1317.298	1321.439	1317.43	1332.442	1321.267	1316.311	1319.799	1315.283	1319.9	1322.281	1321.005	1323.959	1324.984	1319.255	1329.819	1317.312
CEP52_016189-T1_mrna	gene-CEP52_016189	124.775	127.972	125.461	135.853	126.694	125.304	127.225	123.684	124.302	128.539	127.32	130.301	131.017	135.377	130.857	124.189
CEP52_016190-T1_mrna	gene-CEP52_016190	735.298	739.439	735.43	750.442	739.267	734.311	737.799	733.283	737.9	740.281	739.005	741.959	742.984	737.255	747.819	735.312
CEP52_016191-T1_mrna	gene-CEP52_016191	342.411	346.528	342.663	357.465	346.4	341.832	344.799	340.47	344.9	347.281	346.4	348.959	349.984	344.255	354.819	342.355
CEP52_016192-T1_mrna	gene-CEP52_016192	2109.298	2113.439	2109.43	2124.442	2113.267	2108.311	2111.799	2107.283	2111.9	2114.281	2113.005	2115.959	2116.984	2111.255	2121.819	2109.312
CEP52_016194-T1_mrna	gene-CEP52_016194	16230.298	16234.439	16230.43	16245.442	16234.267	16229.311	16232.799	16228.283	16232.9	16235.281	16234.005	16236.959	16237.984	16232.255	16242.819	16230.312
CEP52_016195-T1_mrna	gene-CEP52_016195	1404.298	1408.439	1404.43	1419.442	1408.267	1403.311	1406.799	1402.283	1406.9	1409.281	1408.005	1410.959	1411.984	1406.255	1416.819	1404.312
CEP52_016196-T1_mrna	gene-CEP52_016196	1212.298	1216.439	1212.43	1227.442	1216.267	1211.311	1214.799	1210.283	1214.9	1217.281	1216.005	1218.959	1219.984	1214.255	1224.819	1212.312
CEP52_016197-T1_mrna	gene-CEP52_016197	2505.298	2509.439	2505.43	2520.442	2509.267	2504.311	2507.799	2503.283	2507.9	2510.281	2509.005	2511.959	2512.984	2507.255	2517.819	2505.312
CEP52_016198-T1_mrna	gene-CEP52_016198	948.298	952.439	948.43	963.442	952.267	947.311	950.799	946.283	950.9	953.281	952.005	954.959	955.984	950.255	960.819	948.312
CEP52_016199-T1_mrna	gene-CEP52_016199	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_016200-T1_mrna	gene-CEP52_016200	1488.298	1492.439	1488.43	1503.442	1492.267	1487.311	1490.799	1486.283	1490.9	1493.281	1492.005	1494.959	1495.984	1490.255	1500.819	1488.312
CEP52_016201-T1_mrna	gene-CEP52_016201	834.298	838.439	834.43	849.442	838.267	833.311	836.799	832.283	836.9	839.281	838.005	840.959	841.984	836.255	846.819	834.312
CEP52_016202-T1_mrna	gene-CEP52_016202	795.298	799.439	795.43	810.442	799.267	794.311	797.799	793.283	797.9	800.281	799.005	801.959	802.984	797.255	807.819	795.312
CEP52_016203-T1_mrna	gene-CEP52_016203	1476.298	1480.439	1476.43	1491.442	1480.267	1475.311	1478.799	1474.283	1478.9	1481.281	1480.005	1482.959	1483.984	1478.255	1488.819	1476.312
CEP52_016204-T1_mrna	gene-CEP52_016204	888.298	892.439	888.43	903.442	892.267	887.311	890.799	886.283	890.9	893.281	892.005	894.959	895.984	890.255	900.819	888.312
CEP52_016205-T1_mrna	gene-CEP52_016205	1545.298	1549.439	1545.43	1560.442	1549.267	1544.311	1547.799	1543.283	1547.9	1550.281	1549.005	1551.959	1552.984	1547.255	1557.819	1545.312
CEP52_016206-T1_mrna	gene-CEP52_016206	633.298	637.439	633.43	648.442	637.267	632.311	635.799	631.283	635.9	638.281	637.005	639.959	640.984	635.255	645.819	633.312
CEP52_016207-T1_mrna	gene-CEP52_016207	261.867	265.885	262.173	276.695	265.748	261.609	265.154	260.129	263.9	266.281	265.4	268.313	268.984	263.255	273.819	261.685
CEP52_016208-T1_mrna	gene-CEP52_016208	630.298	634.439	630.43	645.442	634.267	629.311	632.799	628.283	632.9	635.281	634.005	636.959	637.984	632.255	642.819	630.312
CEP52_016209-T1_mrna	gene-CEP52_016209	1614.298	1618.439	1614.43	1629.442	1618.267	1613.311	1616.799	1612.283	1616.9	1619.281	1618.005	1620.959	1621.984	1616.255	1626.819	1614.312
CEP52_016210-T1_mrna	gene-CEP52_016210	1344.298	1348.439	1344.43	1359.442	1348.267	1343.311	1346.799	1342.283	1346.9	1349.281	1348.005	1350.959	1351.984	1346.255	1356.819	1344.312
CEP52_016211-T1_mrna	gene-CEP52_016211	1221.298	1225.439	1221.43	1236.442	1225.267	1220.311	1223.799	1219.283	1223.9	1226.281	1225.005	1227.959	1228.984	1223.255	1233.819	1221.312
CEP52_016212-T1_mrna	gene-CEP52_016212	1446.298	1450.439	1446.43	1461.442	1450.267	1445.311	1448.799	1444.283	1448.9	1451.281	1450.005	1452.959	1453.984	1448.255	1458.819	1446.312
CEP52_016213-T1_mrna	gene-CEP52_016213	1197.298	1201.439	1197.43	1212.442	1201.267	1196.311	1199.799	1195.283	1199.9	1202.281	1201.005	1203.959	1204.984	1199.255	1209.819	1197.312
CEP52_016214-T1_mrna	gene-CEP52_016214	1461.298	1465.439	1461.43	1476.442	1465.267	1460.311	1463.799	1459.283	1463.9	1466.281	1465.005	1467.959	1468.984	1463.255	1473.819	1461.312
CEP52_016215-T1_mrna	gene-CEP52_016215	1410.298	1414.439	1410.43	1425.442	1414.267	1409.311	1412.799	1408.283	1412.9	1415.281	1414.005	1416.959	1417.984	1412.255	1422.819	1410.312
CEP52_016216-T1_mrna	gene-CEP52_016216	846.298	850.439	846.43	861.442	850.267	845.311	848.799	844.283	848.9	851.281	850.005	852.959	853.984	848.255	858.819	846.312
CEP52_016217-T1_mrna	gene-CEP52_016217	1509.298	1513.439	1509.43	1524.442	1513.267	1508.311	1511.799	1507.283	1511.9	1514.281	1513.005	1515.959	1516.984	1511.255	1521.819	1509.312
CEP52_016218-T1_mrna	gene-CEP52_016218	327.438	331.557	327.722	342.501	331.401	326.906	329.799	325.47	329.9	332.281	331.4	333.959	334.984	329.255	339.819	327.405
CEP52_016219-T1_mrna	gene-CEP52_016219	1206.298	1210.439	1206.43	1221.442	1210.267	1205.311	1208.799	1204.283	1208.9	1211.281	1210.005	1212.959	1213.984	1208.255	1218.819	1206.312
CEP52_016220-T1_mrna	gene-CEP52_016220	477.326	481.439	477.43	492.442	481.284	476.311	479.799	475.283	479.9	482.281	481.005	483.959	484.984	479.255	489.819	477.312
CEP52_016221-T1_mrna	gene-CEP52_016221	170.455	174.204	171.106	183.834	173.702	170.783	173.949	168.492	174.098	175.176	172.673	176.941	178.981	180.956	179.824	170.273
CEP52_016222-T1_mrna	gene-CEP52_016222	55.042	56.894	55.504	60.264	54.659	55.5	58.942	53.819	54.783	56.402	58.543	57.854	56.959	56.932	58.36	53.894
CEP52_016223-T1_mrna	gene-CEP52_016223	561.326	565.439	561.43	576.442	565.267	560.311	563.799	559.283	563.9	566.281	565.005	567.959	568.984	563.255	573.819	561.312
CEP52_016224-T1_mrna	gene-CEP52_016224	342.411	346.528	342.663	357.465	346.4	341.832	344.799	340.47	344.9	347.281	346.4	348.959	349.984	344.255	354.819	342.355
CEP52_016225-T1_mrna	gene-CEP52_016225	261.867	265.885	262.173	276.695	265.748	261.609	265.154	260.129	263.9	266.281	265.4	268.313	268.984	263.255	273.819	261.685
CEP52_016226-T1_mrna	gene-CEP52_016226	708.298	712.439	708.43	723.442	712.267	707.311	710.799	706.283	710.9	713.281	712.005	714.959	715.984	710.255	720.819	708.312
CEP52_016227-T1_mrna	gene-CEP52_016227	2487.298	2491.439	2487.43	2502.442	2491.267	2486.311	2489.799	2485.283	2489.9	2492.281	2491.005	2493.959	2494.984	2489.255	2499.819	2487.312
CEP52_016228-T1_mrna	gene-CEP52_016228	1212.298	1216.439	1212.43	1227.442	1216.267	1211.311	1214.799	1210.283	1214.9	1217.281	1216.005	1218.959	1219.984	1214.255	1224.819	1212.312
CEP52_016229-T1_mrna	gene-CEP52_016229	146.326	149.856	147.087	158.655	148.906	147.05	148.87	145.09	148.123	150.572	148.62	152.202	152.987	154.994	153.951	146.092
CEP52_016230-T1_mrna	gene-CEP52_016230	537.326	541.439	537.43	552.442	541.267	536.311	539.799	535.283	539.9	542.281	541.005	543.959	544.984	539.255	549.819	537.312
CEP52_016231-T1_mrna	gene-CEP52_016231	1356.298	1360.439	1356.43	1371.442	1360.267	1355.311	1358.799	1354.283	1358.9	1361.281	1360.005	1362.959	1363.984	1358.255	1368.819	1356.312
CEP52_016232-T1_mrna	gene-CEP52_016232	660.298	664.439	660.43	675.442	664.267	659.311	662.799	658.283	662.9	665.281	664.005	666.959	667.984	662.255	672.819	660.312
CEP52_016233-T1_mrna	gene-CEP52_016233	122.105	125.27	122.787	132.968	123.975	122.513	124.55	120.898	121.347	125.648	124.723	127.675	128.216	132.451	128.09	121.452
CEP52_016234-T1_mrna	gene-CEP52_016234	648.298	652.439	648.43	663.442	652.267	647.311	650.799	646.283	650.9	653.281	652.005	654.959	655.984	650.255	660.819	648.312
CEP52_016235-T1_mrna	gene-CEP52_016235	1341.298	1345.439	1341.43	1356.442	1345.267	1340.311	1343.799	1339.283	1343.9	1346.281	1345.005	1347.959	1348.984	1343.255	1353.819	1341.312
CEP52_016236-T1_mrna	gene-CEP52_016236	303.528	307.623	303.781	318.525	307.468	302.978	305.799	301.632	305.9	308.281	307.4	309.959	310.984	305.255	315.819	303.572
CEP52_016237-T1_mrna	gene-CEP52_016237	1497.298	1501.439	1497.43	1512.442	1501.267	1496.311	1499.799	1495.283	1499.9	1502.281	1501.005	1503.959	1504.984	1499.255	1509.819	1497.312
CEP52_016238-T1_mrna	gene-CEP52_016238	444.326	448.439	444.43	459.442	448.285	443.311	446.799	442.283	446.9	449.281	448.005	450.959	451.984	446.255	456.819	444.312
CEP52_004540-T1_mrna	gene-CEP52_004540	1044.298	1048.439	1044.43	1059.442	1048.267	1043.311	1046.799	1042.283	1046.9	1049.281	1048.005	1050.959	1051.984	1046.255	1056.819	1044.312
CEP52_004541-T1_mrna	gene-CEP52_004541	1023.298	1027.439	1023.43	1038.442	1027.267	1022.311	1025.799	1021.283	1025.9	1028.281	1027.005	1029.959	1030.984	1025.255	1035.819	1023.312
CEP52_004542-T1_mrna	gene-CEP52_004542	1455.298	1459.439	1455.43	1470.442	1459.267	1454.311	1457.799	1453.283	1457.9	1460.281	1459.005	1461.959	1462.984	1457.255	1467.819	1455.312
CEP52_004543-T1_mrna	gene-CEP52_004543	1596.298	1600.439	1596.43	1611.442	1600.267	1595.311	1598.799	1594.283	1598.9	1601.281	1600.005	1602.959	1603.984	1598.255	1608.819	1596.312
CEP52_004544-T1_mrna	gene-CEP52_004544	2181.298	2185.439	2181.43	2196.442	2185.267	2180.311	2183.799	2179.283	2183.9	2186.281	2185.005	2187.959	2188.984	2183.255	2193.819	2181.312
CEP52_004545-T1_mrna	gene-CEP52_004545	2640.298	2644.439	2640.43	2655.442	2644.267	2639.311	2642.799	2638.283	2642.9	2645.281	2644.005	2646.959	2647.984	2642.255	2652.819	2640.312
CEP52_004546-T1_mrna	gene-CEP52_004546	1395.298	1399.439	1395.43	1410.442	1399.267	1394.311	1397.799	1393.283	1397.9	1400.281	1399.005	1401.959	1402.984	1397.255	1407.819	1395.312
CEP52_004547-T1_mrna	gene-CEP52_004547	957.298	961.439	957.43	972.442	961.267	956.311	959.799	955.283	959.9	962.281	961.005	963.959	964.984	959.255	969.819	957.312
CEP52_004548-T1_mrna	gene-CEP52_004548	978.298	982.439	978.43	993.442	982.267	977.311	980.799	976.283	980.9	983.281	982.005	984.959	985.984	980.255	990.819	978.312
CEP52_004549-T1_mrna	gene-CEP52_004549	2178.298	2182.439	2178.43	2193.442	2182.267	2177.311	2180.799	2176.283	2180.9	2183.281	2182.005	2184.959	2185.984	2180.255	2190.819	2178.312
CEP52_004550-T1_mrna	gene-CEP52_004550	140.862	144.315	141.684	152.876	143.338	141.322	143.714	139.504	142.144	145.118	143.204	146.956	146.992	149.026	148.057	140.707
CEP52_004551-T1_mrna	gene-CEP52_004551	501.326	505.439	501.43	516.442	505.267	500.311	503.799	499.283	503.9	506.281	505.005	507.959	508.984	503.255	513.819	501.312
CEP52_004552-T1_mrna	gene-CEP52_004552	1143.298	1147.439	1143.43	1158.442	1147.267	1142.311	1145.799	1141.283	1145.9	1148.281	1147.005	1149.959	1150.984	1145.255	1155.819	1143.312
CEP52_004553-T1_mrna	gene-CEP52_004553	597.298	601.439	597.43	612.442	601.267	596.311	599.799	595.283	599.9	602.281	601.005	603.959	604.984	599.255	609.819	597.312
CEP52_004554-T1_mrna	gene-CEP52_004554	606.298	610.439	606.43	621.442	610.267	605.311	608.799	604.283	608.9	611.281	610.005	612.959	613.984	608.255	618.819	606.312
CEP52_004555-T1_mrna	gene-CEP52_004555	948.298	952.439	948.43	963.442	952.267	947.311	950.799	946.283	950.9	953.281	952.005	954.959	955.984	950.255	960.819	948.312
CEP52_004556-T1_mrna	gene-CEP52_004556	1407.298	1411.439	1407.43	1422.442	1411.267	1406.311	1409.799	1405.283	1409.9	1412.281	1411.005	1413.959	1414.984	1409.255	1419.819	1407.312
CEP52_004557-T1_mrna	gene-CEP52_004557	1107.298	1111.439	1107.43	1122.442	1111.267	1106.311	1109.799	1105.283	1109.9	1112.281	1111.005	1113.959	1114.984	1109.255	1119.819	1107.312
CEP52_004558-T1_mrna	gene-CEP52_004558	483.326	487.439	483.43	498.442	487.284	482.311	485.799	481.283	485.9	488.281	487.005	489.959	490.984	485.255	495.819	483.312
CEP52_004559-T1_mrna	gene-CEP52_004559	1722.298	1726.439	1722.43	1737.442	1726.267	1721.311	1724.799	1720.283	1724.9	1727.281	1726.005	1728.959	1729.984	1724.255	1734.819	1722.312
CEP52_004560-T1_mrna	gene-CEP52_004560	366.375	370.485	366.528	381.442	370.339	365.623	368.799	364.373	368.9	371.281	370.4	372.959	373.984	368.255	378.819	366.315
CEP52_004562-T1_mrna	gene-CEP52_004562	1830.298	1834.439	1830.43	1845.442	1834.267	1829.311	1832.799	1828.283	1832.9	1835.281	1834.005	1836.959	1837.984	1832.255	1842.819	1830.312
CEP52_004563-T1_mrna	gene-CEP52_004563	393.367	397.449	393.453	408.442	397.315	392.311	395.799	391.283	395.9	398.281	397.005	399.959	400.984	395.255	405.819	393.312
CEP52_004564-T1_mrna	gene-CEP52_004564	1281.298	1285.439	1281.43	1296.442	1285.267	1280.311	1283.799	1279.283	1283.9	1286.281	1285.005	1287.959	1288.984	1283.255	1293.819	1281.312
CEP52_004565-T1_mrna	gene-CEP52_004565	369.375	373.485	369.522	384.442	373.319	368.623	371.799	367.289	371.9	374.281	373.129	375.959	376.984	371.255	381.819	369.312
CEP52_004566-T1_mrna	gene-CEP52_004566	2058.298	2062.439	2058.43	2073.442	2062.267	2057.311	2060.799	2056.283	2060.9	2063.281	2062.005	2064.959	2065.984	2060.255	2070.819	2058.312
CEP52_004567-T1_mrna	gene-CEP52_004567	1518.298	1522.439	1518.43	1533.442	1522.267	1517.311	1520.799	1516.283	1520.9	1523.281	1522.005	1524.959	1525.984	1520.255	1530.819	1518.312
CEP52_004568-T1_mrna	gene-CEP52_004568	255.981	259.934	256.251	270.733	259.79	256.058	259.154	254.378	257.9	260.281	259.4	262.313	264.194	257.255	267.819	255.699
CEP52_004569-T1_mrna	gene-CEP52_004569	357.405	361.485	357.56	372.442	361.395	356.636	359.799	355.379	359.9	362.281	361.4	363.959	364.984	359.255	369.819	357.355
CEP52_004570-T1_mrna	gene-CEP52_004570	2235.298	2239.439	2235.43	2250.442	2239.267	2234.311	2237.799	2233.283	2237.9	2240.281	2239.005	2241.959	2242.984	2237.255	2247.819	2235.312
CEP52_004571-T1_mrna	gene-CEP52_004571	1674.298	1678.439	1674.43	1689.442	1678.267	1673.311	1676.799	1672.283	1676.9	1679.281	1678.005	1680.959	1681.984	1676.255	1686.819	1674.312
CEP52_004572-T1_mrna	gene-CEP52_004572	111.606	114.657	112.361	121.79	113.2	112.032	114.231	110.664	109.592	114.981	114.091	116.86	117.811	120.852	117.363	110.912
CEP52_004573-T1_mrna	gene-CEP52_004573	288.618	292.654	288.883	303.588	292.516	288.031	290.799	286.632	290.9	293.281	292.4	294.959	295.984	290.255	300.819	288.616
CEP52_004575-T1_mrna	gene-CEP52_004575	1404.298	1408.439	1404.43	1419.442	1408.267	1403.311	1406.799	1402.283	1406.9	1409.281	1408.005	1410.959	1411.984	1406.255	1416.819	1404.312
CEP52_004576-T1_mrna	gene-CEP52_004576	1149.298	1153.439	1149.43	1164.442	1153.267	1148.311	1151.799	1147.283	1151.9	1154.281	1153.005	1155.959	1156.984	1151.255	1161.819	1149.312
CEP52_004577-T1_mrna	gene-CEP52_004577	279.666	283.7	279.975	294.646	283.597	279.372	281.799	277.77	281.9	284.281	283.4	285.959	286.984	281.255	291.819	279.616
CEP52_004578-T1_mrna	gene-CEP52_004578	1689.298	1693.439	1689.43	1704.442	1693.267	1688.311	1691.799	1687.283	1691.9	1694.281	1693.005	1695.959	1696.984	1691.255	1701.819	1689.312
CEP52_004579-T1_mrna	gene-CEP52_004579	5589.298	5593.439	5589.43	5604.442	5593.267	5588.311	5591.799	5587.283	5591.9	5594.281	5593.005	5595.959	5596.984	5591.255	5601.819	5589.312
CEP52_004581-T1_mrna	gene-CEP52_004581	768.298	772.439	768.43	783.442	772.267	767.311	770.799	766.283	770.9	773.281	772.005	774.959	775.984	770.255	780.819	768.312
CEP52_004582-T1_mrna	gene-CEP52_004582	573.326	577.439	573.43	588.442	577.267	572.311	575.799	571.283	575.9	578.281	577.005	579.959	580.984	575.255	585.819	573.312
CEP52_004583-T1_mrna	gene-CEP52_004583	531.326	535.439	531.43	546.442	535.267	530.311	533.799	529.283	533.9	536.281	535.005	537.959	538.984	533.255	543.819	531.312
CEP52_004584-T1_mrna	gene-CEP52_004584	1110.298	1114.439	1110.43	1125.442	1114.267	1109.311	1112.799	1108.283	1112.9	1115.281	1114.005	1116.959	1117.984	1112.255	1122.819	1110.312
CEP52_004585-T1_mrna	gene-CEP52_004585	1032.298	1036.439	1032.43	1047.442	1036.267	1031.311	1034.799	1030.283	1034.9	1037.281	1036.005	1038.959	1039.984	1034.255	1044.819	1032.312
CEP52_004586-T1_mrna	gene-CEP52_004586	93.832	96.681	94.454	102.798	95.009	94.856	97.764	93.279	93.531	95.842	96.353	98.689	100.302	100.826	99.53	92.834
CEP52_004587-T1_mrna	gene-CEP52_004587	217.66	221.606	218.021	232.041	221.336	218.264	221.274	215.95	218.9	221.684	220.654	223.748	225.515	218.255	228.819	217.558
