tx	gene_id	Mycangia_BH1	Mycangia_BH2	Mycangia_BH3	Mycangia_BH4	Mycangia_BH5	Mycangia_EF1	Mycangia_EF2	Mycangia_EF3	Mycangia_EF4	Mycangia_EP1	Mycangia_EP2	Mycangia_EP3	Mycangia_EP4	Mycangia_LP2	Mycangia_LP3	Mycangia_LP4
CEP52_015556-T1_mrna	gene-CEP52_015556	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_015557-T1_mrna	gene-CEP52_015557	2	5	4	2	6	0	0	0	0	0	0	0	0	0	0	0
CEP52_015558-T1_mrna	gene-CEP52_015558	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015559-T1_mrna	gene-CEP52_015559	0	6	4	3	3	0	0	0	0	0	0	2	0	0	0	0
CEP52_015560-T1_mrna	gene-CEP52_015560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015561-T1_mrna	gene-CEP52_015561	1	6	3	3	3	0	0	0	0	0	0	0	1	0	0	0
CEP52_015562-T1_mrna	gene-CEP52_015562	1	4	3	4	0	0	0	0	0	0	0	1	0	0	0	0
CEP52_015563-T1_mrna	gene-CEP52_015563	3	3	1	0	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_015564-T1_mrna	gene-CEP52_015564	11	5	7	1	2	1	0	0	0	1	0	0	0	0	0	0
CEP52_015565-T1_mrna	gene-CEP52_015565	12	41	33	11	26	0	0	1	0	0	1	1	0	0	0	3
CEP52_015566-T1_mrna	gene-CEP52_015566	3	15	13	10	6	0	0	0	0	0	1	0	1	0	0	1
CEP52_015567-T1_mrna	gene-CEP52_015567	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015568-T1_mrna	gene-CEP52_015568	3	8	1	4	2	0	0	0	0	0	0	2	0	0	0	1
CEP52_015569-T1_mrna	gene-CEP52_015569	2	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015570-T1_mrna	gene-CEP52_015570	7	19	30	4	8	0	0	0	0	0	0	0	0	0	0	2
CEP52_015571-T1_mrna	gene-CEP52_015571	14	43	20	10	12	0	0	1	0	0	1	1	0	0	0	5
CEP52_015572-T1_mrna	gene-CEP52_015572	2	14	8	6	6	0	0	0	0	0	0	0	0	0	0	1
CEP52_015573-T1_mrna	gene-CEP52_015573	6	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_015574-T1_mrna	gene-CEP52_015574	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015575-T1_mrna	gene-CEP52_015575	2	7	5	2	4	0	0	0	0	0	0	0	0	0	0	1
CEP52_015576-T1_mrna	gene-CEP52_015576	1	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_015577-T1_mrna	gene-CEP52_015577	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
CEP52_015578-T1_mrna	gene-CEP52_015578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015579-T1_mrna	gene-CEP52_015579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015580-T1_mrna	gene-CEP52_015580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015581-T1_mrna	gene-CEP52_015581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015582-T1_mrna	gene-CEP52_015582	8	7	6	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015583-T1_mrna	gene-CEP52_015583	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015584-T1_mrna	gene-CEP52_015584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015585-T1_mrna	gene-CEP52_015585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015587-T1_mrna	gene-CEP52_015587	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015588-T1_mrna	gene-CEP52_015588	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015589-T1_mrna	gene-CEP52_015589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015590-T1_mrna	gene-CEP52_015590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015591-T1_mrna	gene-CEP52_015591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015592-T1_mrna	gene-CEP52_015592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015593-T1_mrna	gene-CEP52_015593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015594-T1_mrna	gene-CEP52_015594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015595-T1_mrna	gene-CEP52_015595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015596-T1_mrna	gene-CEP52_015596	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015597-T1_mrna	gene-CEP52_015597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015598-T1_mrna	gene-CEP52_015598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015599-T1_mrna	gene-CEP52_015599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015600-T1_mrna	gene-CEP52_015600	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015601-T1_mrna	gene-CEP52_015601	1	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_015602-T1_mrna	gene-CEP52_015602	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015603-T1_mrna	gene-CEP52_015603	3	12	5	1	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_015604-T1_mrna	gene-CEP52_015604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015605-T1_mrna	gene-CEP52_015605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015606-T1_mrna	gene-CEP52_015606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015607-T1_mrna	gene-CEP52_015607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015608-T1_mrna	gene-CEP52_015608	1	6	6	1	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_015609-T1_mrna	gene-CEP52_015609	14	28	16	7	15	0	0	3	0	0	0	0	0	0	0	3
CEP52_015610-T1_mrna	gene-CEP52_015610	4	13	8	0	5	0	1	0	0	0	0	5	0	0	0	3
CEP52_015611-T1_mrna	gene-CEP52_015611	4	20	3	4	2	1	0	1	0	0	0	1	0	0	0	2
CEP52_015612-T1_mrna	gene-CEP52_015612	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CEP52_015613-T1_mrna	gene-CEP52_015613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015614-T1_mrna	gene-CEP52_015614	2	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0
CEP52_015615-T1_mrna	gene-CEP52_015615	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_015616-T1_mrna	gene-CEP52_015616	8	30	13	0	4	2	0	1	0	0	1	0	0	0	0	0
CEP52_015617-T1_mrna	gene-CEP52_015617	3	7	2	1	0	1	0	0	0	0	0	0	0	0	0	0
CEP52_015618-T1_mrna	gene-CEP52_015618	8	11	5	3	6	0	0	0	0	0	0	0	0	0	0	0
CEP52_015619-T1_mrna	gene-CEP52_015619	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015620-T1_mrna	gene-CEP52_015620	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015621-T1_mrna	gene-CEP52_015621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015622-T1_mrna	gene-CEP52_015622	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015623-T1_mrna	gene-CEP52_015623	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015624-T1_mrna	gene-CEP52_015624	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015625-T1_mrna	gene-CEP52_015625	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015626-T1_mrna	gene-CEP52_015626	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015627-T1_mrna	gene-CEP52_015627	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015628-T1_mrna	gene-CEP52_015628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015629-T1_mrna	gene-CEP52_015629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015630-T1_mrna	gene-CEP52_015630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015631-T1_mrna	gene-CEP52_015631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015632-T1_mrna	gene-CEP52_015632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015633-T1_mrna	gene-CEP52_015633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015634-T1_mrna	gene-CEP52_015634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015635-T1_mrna	gene-CEP52_015635	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015636-T1_mrna	gene-CEP52_015636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015637-T1_mrna	gene-CEP52_015637	0	18	6	2	3	2	0	0	0	1	0	2	0	0	0	2
CEP52_015638-T1_mrna	gene-CEP52_015638	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015639-T1_mrna	gene-CEP52_015639	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
CEP52_015640-T1_mrna	gene-CEP52_015640	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1
CEP52_015641-T1_mrna	gene-CEP52_015641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015642-T1_mrna	gene-CEP52_015642	1	13	3	0	3	0	0	0	0	0	0	0	0	0	0	1
CEP52_015643-T1_mrna	gene-CEP52_015643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015644-T1_mrna	gene-CEP52_015644	4	5	1	1	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_015645-T1_mrna	gene-CEP52_015645	3	9	3	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015646-T1_mrna	gene-CEP52_015646	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015647-T1_mrna	gene-CEP52_015647	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0
CEP52_015648-T1_mrna	gene-CEP52_015648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015649-T1_mrna	gene-CEP52_015649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015650-T1_mrna	gene-CEP52_015650	4	8	7	2	2	0	0	1	0	0	0	0	0	0	0	0
CEP52_015651-T1_mrna	gene-CEP52_015651	0	2	5	1	2	0	1	0	0	0	0	0	0	0	0	3
CEP52_015652-T1_mrna	gene-CEP52_015652	2	5	2	6	4	0	0	0	0	0	0	0	0	0	0	2
CEP52_015653-T1_mrna	gene-CEP52_015653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP52_015654-T1_mrna	gene-CEP52_015654	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0
CEP52_015655-T1_mrna	gene-CEP52_015655	8	4	4	0	6	0	0	0	0	0	0	0	0	0	0	0
CEP52_015656-T1_mrna	gene-CEP52_015656	8	36	13	9	8	1	0	0	0	0	0	1	0	0	0	1
CEP52_015657-T1_mrna	gene-CEP52_015657	0	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015658-T1_mrna	gene-CEP52_015658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015659-T1_mrna	gene-CEP52_015659	2	12	6	3	5	0	0	0	0	0	0	0	0	0	0	0
CEP52_015660-T1_mrna	gene-CEP52_015660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015661-T1_mrna	gene-CEP52_015661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_015662-T1_mrna	gene-CEP52_015662	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015663-T1_mrna	gene-CEP52_015663	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_015664-T1_mrna	gene-CEP52_015664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015665-T1_mrna	gene-CEP52_015665	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015666-T1_mrna	gene-CEP52_015666	3	5	3	1	3	0	0	1	0	0	0	0	0	0	0	0
CEP52_015667-T1_mrna	gene-CEP52_015667	6	4	12	3	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015668-T1_mrna	gene-CEP52_015668	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015669-T1_mrna	gene-CEP52_015669	7	9	5	1	5	5	0	0	0	0	0	0	0	0	0	0
CEP52_015670-T1_mrna	gene-CEP52_015670	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015671-T1_mrna	gene-CEP52_015671	4	9	2	9	2	0	1	0	0	0	0	0	0	0	0	0
CEP52_015672-T1_mrna	gene-CEP52_015672	1	8	3	0	4	1	0	0	0	0	0	0	0	0	0	0
CEP52_015673-T1_mrna	gene-CEP52_015673	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_015674-T1_mrna	gene-CEP52_015674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015675-T1_mrna	gene-CEP52_015675	6	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015676-T1_mrna	gene-CEP52_015676	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_015677-T1_mrna	gene-CEP52_015677	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2
CEP52_015678-T1_mrna	gene-CEP52_015678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015679-T1_mrna	gene-CEP52_015679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015680-T1_mrna	gene-CEP52_015680	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015681-T1_mrna	gene-CEP52_015681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015682-T1_mrna	gene-CEP52_015682	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015683-T1_mrna	gene-CEP52_015683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015684-T1_mrna	gene-CEP52_015684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015685-T1_mrna	gene-CEP52_015685	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CEP52_015686-T1_mrna	gene-CEP52_015686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015687-T1_mrna	gene-CEP52_015687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015688-T1_mrna	gene-CEP52_015688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015689-T1_mrna	gene-CEP52_015689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015690-T1_mrna	gene-CEP52_015690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015691-T1_mrna	gene-CEP52_015691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015692-T1_mrna	gene-CEP52_015692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015693-T1_mrna	gene-CEP52_015693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004131-T1_mrna	gene-CEP52_004131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004132-T1_mrna	gene-CEP52_004132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004133-T1_mrna	gene-CEP52_004133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004134-T1_mrna	gene-CEP52_004134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004135-T1_mrna	gene-CEP52_004135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004136-T1_mrna	gene-CEP52_004136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004137-T1_mrna	gene-CEP52_004137	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004138-T1_mrna	gene-CEP52_004138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004139-T1_mrna	gene-CEP52_004139	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004140-T1_mrna	gene-CEP52_004140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004141-T1_mrna	gene-CEP52_004141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004142-T1_mrna	gene-CEP52_004142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004143-T1_mrna	gene-CEP52_004143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004144-T1_mrna	gene-CEP52_004144	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004145-T1_mrna	gene-CEP52_004145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004146-T1_mrna	gene-CEP52_004146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004147-T1_mrna	gene-CEP52_004147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004148-T1_mrna	gene-CEP52_004148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004149-T1_mrna	gene-CEP52_004149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004150-T1_mrna	gene-CEP52_004150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004151-T1_mrna	gene-CEP52_004151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004152-T1_mrna	gene-CEP52_004152	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0
CEP52_004153-T1_mrna	gene-CEP52_004153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004154-T1_mrna	gene-CEP52_004154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004155-T1_mrna	gene-CEP52_004155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004156-T1_mrna	gene-CEP52_004156	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004157-T1_mrna	gene-CEP52_004157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004158-T1_mrna	gene-CEP52_004158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004159-T1_mrna	gene-CEP52_004159	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004160-T1_mrna	gene-CEP52_004160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004161-T1_mrna	gene-CEP52_004161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004162-T1_mrna	gene-CEP52_004162	4	8	8	4	4	1	0	0	0	0	0	0	0	0	0	3
CEP52_004163-T1_mrna	gene-CEP52_004163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004164-T1_mrna	gene-CEP52_004164	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_004165-T1_mrna	gene-CEP52_004165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004166-T1_mrna	gene-CEP52_004166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004167-T1_mrna	gene-CEP52_004167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004168-T1_mrna	gene-CEP52_004168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004169-T1_mrna	gene-CEP52_004169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CEP52_004170-T1_mrna	gene-CEP52_004170	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004171-T1_mrna	gene-CEP52_004171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004172-T1_mrna	gene-CEP52_004172	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004173-T1_mrna	gene-CEP52_004173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004175-T1_mrna	gene-CEP52_004175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004176-T1_mrna	gene-CEP52_004176	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004177-T1_mrna	gene-CEP52_004177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004178-T1_mrna	gene-CEP52_004178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004179-T1_mrna	gene-CEP52_004179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004180-T1_mrna	gene-CEP52_004180	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004181-T1_mrna	gene-CEP52_004181	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004182-T1_mrna	gene-CEP52_004182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004183-T1_mrna	gene-CEP52_004183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004184-T1_mrna	gene-CEP52_004184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004185-T1_mrna	gene-CEP52_004185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004186-T1_mrna	gene-CEP52_004186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004187-T1_mrna	gene-CEP52_004187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004188-T1_mrna	gene-CEP52_004188	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004189-T1_mrna	gene-CEP52_004189	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004190-T1_mrna	gene-CEP52_004190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004192-T1_mrna	gene-CEP52_004192	1	5	1	1	0	0	0	1	0	0	0	0	0	0	0	0
CEP52_004193-T1_mrna	gene-CEP52_004193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004194-T1_mrna	gene-CEP52_004194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004195-T1_mrna	gene-CEP52_004195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004196-T1_mrna	gene-CEP52_004196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004197-T1_mrna	gene-CEP52_004197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004198-T1_mrna	gene-CEP52_004198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004199-T1_mrna	gene-CEP52_004199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004200-T1_mrna	gene-CEP52_004200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004201-T1_mrna	gene-CEP52_004201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004202-T1_mrna	gene-CEP52_004202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004203-T1_mrna	gene-CEP52_004203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004204-T1_mrna	gene-CEP52_004204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004205-T1_mrna	gene-CEP52_004205	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004206-T1_mrna	gene-CEP52_004206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004207-T1_mrna	gene-CEP52_004207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004208-T1_mrna	gene-CEP52_004208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004209-T1_mrna	gene-CEP52_004209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004210-T1_mrna	gene-CEP52_004210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004211-T1_mrna	gene-CEP52_004211	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_004212-T1_mrna	gene-CEP52_004212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004213-T1_mrna	gene-CEP52_004213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004214-T1_mrna	gene-CEP52_004214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004215-T1_mrna	gene-CEP52_004215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004216-T1_mrna	gene-CEP52_004216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004217-T1_mrna	gene-CEP52_004217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004219-T1_mrna	gene-CEP52_004219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004220-T1_mrna	gene-CEP52_004220	11	12	9	8	2	0	0	0	0	1	0	2	0	0	0	6
CEP52_004221-T1_mrna	gene-CEP52_004221	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
CEP52_004222-T1_mrna	gene-CEP52_004222	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004223-T1_mrna	gene-CEP52_004223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004224-T1_mrna	gene-CEP52_004224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004225-T1_mrna	gene-CEP52_004225	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
CEP52_004226-T1_mrna	gene-CEP52_004226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_004227-T1_mrna	gene-CEP52_004227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015694-T1_mrna	gene-CEP52_015694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015695-T1_mrna	gene-CEP52_015695	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015696-T1_mrna	gene-CEP52_015696	2	4	4	0	1	1	0	0	0	0	0	0	0	0	0	1
CEP52_015697-T1_mrna	gene-CEP52_015697	1	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
CEP52_015698-T1_mrna	gene-CEP52_015698	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0
CEP52_015699-T1_mrna	gene-CEP52_015699	13	33	20	8	4	1	0	0	0	0	0	2	0	0	0	2
CEP52_015700-T1_mrna	gene-CEP52_015700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
