RTE85386.1	BHE90_000001
RTE72198.1	BHE90_013396
RTE72193.1	BHE90_013397
RTE72188.1	BHE90_013398
RTE72197.1	BHE90_013399
RTE72195.1	BHE90_013400
RTE72203.1	BHE90_013401
RTE72196.1	BHE90_013402
RTE72202.1	BHE90_013403
RTE72201.1	BHE90_013404
RTE72200.1	BHE90_013405
RTE72194.1	BHE90_013406
RTE72179.1	BHE90_013407
RTE72167.1	BHE90_013408
RTE72178.1	BHE90_013409
RTE72172.1	BHE90_013410
RTE72173.1	BHE90_013411
RTE72174.1	BHE90_013412
RTE72175.1	BHE90_013413
RTE72169.1	BHE90_013414
RTE72170.1	BHE90_013415
RTE72171.1	BHE90_013416
RTE72177.1	BHE90_013417
RTE72168.1	BHE90_013418
RTE72176.1	BHE90_013419
RTE72182.1	BHE90_013420
RTE72181.1	BHE90_013421
RTE72184.1	BHE90_013422
RTE72183.1	BHE90_013423
RTE72180.1	BHE90_013424
RTE81926.1	BHE90_003500
RTE81925.1	BHE90_003501
RTE81924.1	BHE90_003502
RTE81923.1	BHE90_003503
RTE81922.1	BHE90_003504
RTE81921.1	BHE90_003505
RTE81920.1	BHE90_003506
RTE81919.1	BHE90_003507
RTE81918.1	BHE90_003508
RTE81917.1	BHE90_003509
RTE81962.1	BHE90_003510
RTE81963.1	BHE90_003511
RTE81964.1	BHE90_003512
RTE81965.1	BHE90_003513
RTE81958.1	BHE90_003514
RTE81959.1	BHE90_003515
RTE81960.1	BHE90_003516
RTE81961.1	BHE90_003517
RTE81956.1	BHE90_003518
RTE81957.1	BHE90_003519
RTE81932.1	BHE90_003520
RTE81931.1	BHE90_003521
RTE81934.1	BHE90_003522
RTE81933.1	BHE90_003523
RTE81928.1	BHE90_003524
RTE81927.1	BHE90_003525
RTE81930.1	BHE90_003526
RTE81929.1	BHE90_003527
RTE81936.1	BHE90_003528
RTE81935.1	BHE90_003529
RTE81970.1	BHE90_003530
RTE81971.1	BHE90_003531
RTE81968.1	BHE90_003532
RTE81969.1	BHE90_003533
RTE81974.1	BHE90_003534
RTE81975.1	BHE90_003535
RTE81972.1	BHE90_003536
RTE81973.1	BHE90_003537
RTE81966.1	BHE90_003538
RTE81967.1	BHE90_003539
RTE81940.1	BHE90_003540
RTE81939.1	BHE90_003541
RTE81938.1	BHE90_003542
RTE81937.1	BHE90_003543
RTE81944.1	BHE90_003544
RTE81943.1	BHE90_003545
RTE81942.1	BHE90_003546
RTE81941.1	BHE90_003547
RTE81946.1	BHE90_003548
RTE81945.1	BHE90_003549
RTE81976.1	BHE90_003550
RTE81977.1	BHE90_003551
RTE81978.1	BHE90_003552
RTE81979.1	BHE90_003553
RTE81980.1	BHE90_003554
RTE81981.1	BHE90_003555
RTE81982.1	BHE90_003556
RTE81983.1	BHE90_003557
RTE81984.1	BHE90_003558
RTE81985.1	BHE90_003559
RTE81949.1	BHE90_003560
RTE81948.1	BHE90_003561
RTE81951.1	BHE90_003562
RTE81950.1	BHE90_003563
RTE81953.1	BHE90_003564
RTE81952.1	BHE90_003565
RTE81955.1	BHE90_003566
RTE81954.1	BHE90_003567
RTE81947.1	BHE90_003568
RTE72163.1	BHE90_013425
RTE72162.1	BHE90_013426
RTE72164.1	BHE90_013427
RTE72166.1	BHE90_013428
RTE72165.1	BHE90_013429
RTE72155.1	BHE90_013430
RTE72156.1	BHE90_013431
RTE72154.1	BHE90_013432
RTE72161.1	BHE90_013433
RTE72159.1	BHE90_013434
RTE72160.1	BHE90_013435
RTE72157.1	BHE90_013436
RTE72158.1	BHE90_013437
RTE72152.1	BHE90_013438
RTE72153.1	BHE90_013439
RTE72148.1	BHE90_013440
RTE72147.1	BHE90_013441
RTE72151.1	BHE90_013442
RTE72146.1	BHE90_013443
RTE72150.1	BHE90_013444
RTE72149.1	BHE90_013445
RTE72129.1	BHE90_013446
RTE72128.1	BHE90_013447
RTE72135.1	BHE90_013448
RTE72130.1	BHE90_013449
RTE72136.1	BHE90_013450
RTE72143.1	BHE90_013451
RTE72137.1	BHE90_013452
RTE72138.1	BHE90_013453
RTE72144.1	BHE90_013454
RTE72145.1	BHE90_013455
RTE72139.1	BHE90_013456
RTE72140.1	BHE90_013457
RTE72141.1	BHE90_013458
RTE72142.1	BHE90_013459
RTE72132.1	BHE90_013460
RTE72131.1	BHE90_013461
RTE72134.1	BHE90_013462
RTE72133.1	BHE90_013463
RTE72118.1	BHE90_013464
RTE72114.1	BHE90_013465
RTE72117.1	BHE90_013466
RTE72115.1	BHE90_013467
RTE72113.1	BHE90_013468
RTE72112.1	BHE90_013469
RTE72126.1	BHE90_013470
RTE72127.1	BHE90_013471
RTE72124.1	BHE90_013472
RTE72125.1	BHE90_013473
RTE72123.1	BHE90_013474
RTE72116.1	BHE90_013475
RTE72121.1	BHE90_013476
RTE72122.1	BHE90_013477
RTE72119.1	BHE90_013478
RTE72120.1	BHE90_013479
RTE72101.1	BHE90_013480
RTE72108.1	BHE90_013481
RTE72107.1	BHE90_013482
RTE72106.1	BHE90_013483
RTE72105.1	BHE90_013484
RTE72104.1	BHE90_013485
RTE72103.1	BHE90_013486
RTE72102.1	BHE90_013487
RTE72100.1	BHE90_013488
RTE72099.1	BHE90_013489
RTE72109.1	BHE90_013490
RTE72110.1	BHE90_013491
RTE72111.1	BHE90_013492
RTE72089.1	BHE90_013493
RTE72087.1	BHE90_013494
RTE72088.1	BHE90_013495
RTE72090.1	BHE90_013496
RTE72084.1	BHE90_013497
RTE72085.1	BHE90_013498
RTE72086.1	BHE90_013499
RTE72096.1	BHE90_013500
RTE72098.1	BHE90_013501
RTE72097.1	BHE90_013502
RTE72095.1	BHE90_013503
RTE72093.1	BHE90_013504
RTE72094.1	BHE90_013505
RTE72091.1	BHE90_013506
RTE72092.1	BHE90_013507
RTE72076.1	BHE90_013508
RTE72077.1	BHE90_013509
RTE72067.1	BHE90_013510
RTE72078.1	BHE90_013511
RTE72079.1	BHE90_013512
RTE72066.1	BHE90_013513
RTE72081.1	BHE90_013514
RTE72080.1	BHE90_013515
RTE72068.1	BHE90_013517
RTE72083.1	BHE90_013518
RTE72082.1	BHE90_013519
RTE72069.1	BHE90_013520
RTE72070.1	BHE90_013521
RTE72071.1	BHE90_013522
RTE72072.1	BHE90_013523
RTE72073.1	BHE90_013524
RTE72074.1	BHE90_013525
RTE72075.1	BHE90_013526
RTE72048.1	BHE90_013527
RTE72046.1	BHE90_013528
RTE72047.1	BHE90_013529
RTE72051.1	BHE90_013530
RTE72056.1	BHE90_013531
RTE72055.1	BHE90_013532
RTE72054.1	BHE90_013533
RTE72060.1	BHE90_013534
RTE72059.1	BHE90_013535
RTE72058.1	BHE90_013536
RTE72057.1	BHE90_013537
RTE72053.1	BHE90_013538
RTE72052.1	BHE90_013539
RTE72061.1	BHE90_013540
RTE72063.1	BHE90_013541
RTE72062.1	BHE90_013542
RTE72049.1	BHE90_013543
RTE72050.1	BHE90_013544
RTE72065.1	BHE90_013545
RTE72064.1	BHE90_013546
RTE72044.1	BHE90_013547
RTE72031.1	BHE90_013548
RTE72032.1	BHE90_013549
RTE72042.1	BHE90_013550
RTE72041.1	BHE90_013551
RTE72033.1	BHE90_013552
RTE72043.1	BHE90_013553
RTE72038.1	BHE90_013554
RTE72037.1	BHE90_013555
RTE72040.1	BHE90_013556
RTE72039.1	BHE90_013557
RTE72036.1	BHE90_013558
RTE72035.1	BHE90_013559
RTE72030.1	BHE90_013560
RTE72034.1	BHE90_013561
RTE72029.1	BHE90_013562
RTE72045.1	BHE90_013563
RTE72028.1	BHE90_013564
RTE72023.1	BHE90_013565
RTE72024.1	BHE90_013566
RTE72025.1	BHE90_013567
RTE72011.1	BHE90_013568
RTE72026.1	BHE90_013569
RTE72019.1	BHE90_013570
RTE72018.1	BHE90_013571
RTE72017.1	BHE90_013572
RTE72016.1	BHE90_013573
RTE72015.1	BHE90_013574
RTE72014.1	BHE90_013575
RTE72013.1	BHE90_013576
RTE72012.1	BHE90_013577
RTE72021.1	BHE90_013578
RTE72020.1	BHE90_013579
RTE72009.1	BHE90_013580
RTE72010.1	BHE90_013581
RTE72027.1	BHE90_013582
RTE72022.1	BHE90_013583
RTE72008.1	BHE90_013584
RTE71995.1	BHE90_013585
RTE71993.1	BHE90_013586
RTE71994.1	BHE90_013587
RTE71996.1	BHE90_013588
RTE72007.1	BHE90_013589
RTE71997.1	BHE90_013590
RTE72000.1	BHE90_013591
RTE72002.1	BHE90_013592
RTE72001.1	BHE90_013593
RTE72004.1	BHE90_013594
RTE72003.1	BHE90_013595
RTE72006.1	BHE90_013596
RTE72005.1	BHE90_013597
RTE71999.1	BHE90_013598
RTE71998.1	BHE90_013599
RTE81846.1	BHE90_003569
RTE81886.1	BHE90_003570
RTE81887.1	BHE90_003571
RTE81884.1	BHE90_003572
RTE81885.1	BHE90_003573
RTE81882.1	BHE90_003574
RTE81883.1	BHE90_003575
RTE81880.1	BHE90_003576
RTE81881.1	BHE90_003577
RTE81878.1	BHE90_003578
RTE81879.1	BHE90_003579
RTE81863.1	BHE90_003580
RTE81862.1	BHE90_003581
RTE81861.1	BHE90_003582
RTE81860.1	BHE90_003583
RTE81877.1	BHE90_003584
RTE81859.1	BHE90_003585
RTE81858.1	BHE90_003586
RTE81857.1	BHE90_003587
RTE81865.1	BHE90_003588
RTE81864.1	BHE90_003589
RTE81902.1	BHE90_003590
RTE81903.1	BHE90_003591
RTE81904.1	BHE90_003592
RTE81905.1	BHE90_003593
RTE81898.1	BHE90_003594
RTE81899.1	BHE90_003595
RTE81900.1	BHE90_003596
RTE81901.1	BHE90_003597
RTE81906.1	BHE90_003598
RTE81907.1	BHE90_003599
RTE81892.1	BHE90_003600
RTE81893.1	BHE90_003601
RTE81894.1	BHE90_003602
RTE81895.1	BHE90_003603
RTE81888.1	BHE90_003604
RTE81889.1	BHE90_003605
RTE81890.1	BHE90_003606
RTE81891.1	BHE90_003607
RTE81896.1	BHE90_003608
RTE81897.1	BHE90_003609
RTE81854.1	BHE90_003610
RTE81853.1	BHE90_003611
RTE81852.1	BHE90_003612
RTE81851.1	BHE90_003613
RTE81850.1	BHE90_003614
RTE81849.1	BHE90_003615
RTE81848.1	BHE90_003616
RTE81847.1	BHE90_003617
RTE81856.1	BHE90_003618
RTE81855.1	BHE90_003619
RTE81910.1	BHE90_003620
RTE81911.1	BHE90_003621
RTE81908.1	BHE90_003622
RTE81909.1	BHE90_003623
RTE81914.1	BHE90_003624
RTE81912.1	BHE90_003626
RTE81913.1	BHE90_003627
RTE81915.1	BHE90_003628
RTE81916.1	BHE90_003629
RTE81873.1	BHE90_003630
RTE81872.1	BHE90_003631
RTE81875.1	BHE90_003632
RTE81874.1	BHE90_003633
RTE81869.1	BHE90_003634
RTE81868.1	BHE90_003635
RTE81871.1	BHE90_003636
RTE81870.1	BHE90_003637
RTE81867.1	BHE90_003638
RTE81866.1	BHE90_003639
RTE81838.1	BHE90_003640
RTE81839.1	BHE90_003641
RTE81840.1	BHE90_003642
RTE81841.1	BHE90_003643
RTE81842.1	BHE90_003644
RTE81843.1	BHE90_003645
RTE81844.1	BHE90_003646
RTE81845.1	BHE90_003647
RTE81836.1	BHE90_003648
RTE81837.1	BHE90_003649
RTE81876.1	BHE90_003650
RTE71980.1	BHE90_013600
RTE71979.1	BHE90_013601
RTE71982.1	BHE90_013602
RTE71981.1	BHE90_013603
RTE71977.1	BHE90_013604
RTE71976.1	BHE90_013605
RTE71992.1	BHE90_013606
RTE71978.1	BHE90_013607
RTE71984.1	BHE90_013608
RTE71975.1	BHE90_013609
RTE71988.1	BHE90_013610
RTE71986.1	BHE90_013611
RTE71987.1	BHE90_013612
RTE71985.1	BHE90_013613
RTE71991.1	BHE90_013614
RTE71983.1	BHE90_013615
RTE71989.1	BHE90_013616
RTE71990.1	BHE90_013617
RTE71967.1	BHE90_013618
RTE71968.1	BHE90_013619
RTE71974.1	BHE90_013620
RTE71962.1	BHE90_013621
RTE71961.1	BHE90_013622
RTE71960.1	BHE90_013623
RTE71970.1	BHE90_013624
RTE71969.1	BHE90_013625
RTE71973.1	BHE90_013626
RTE71972.1	BHE90_013627
RTE71971.1	BHE90_013628
RTE71963.1	BHE90_013629
RTE71964.1	BHE90_013630
RTE71965.1	BHE90_013631
RTE71966.1	BHE90_013632
RTE71949.1	BHE90_013633
RTE71946.1	BHE90_013634
RTE71959.1	BHE90_013635
RTE71947.1	BHE90_013636
RTE71948.1	BHE90_013637
RTE71950.1	BHE90_013638
RTE71945.1	BHE90_013639
RTE71952.1	BHE90_013640
RTE71957.1	BHE90_013641
RTE71953.1	BHE90_013642
RTE71951.1	BHE90_013643
RTE71944.1	BHE90_013644
RTE71954.1	BHE90_013645
RTE71956.1	BHE90_013646
RTE71955.1	BHE90_013647
RTE71943.1	BHE90_013648
RTE71942.1	BHE90_013649
RTE71958.1	BHE90_013650
RTE71941.1	BHE90_013651
RTE71931.1	BHE90_013652
RTE71940.1	BHE90_013653
RTE71935.1	BHE90_013654
RTE71936.1	BHE90_013655
RTE71939.1	BHE90_013656
RTE71930.1	BHE90_013657
RTE71937.1	BHE90_013658
RTE71938.1	BHE90_013659
RTE71934.1	BHE90_013660
RTE71933.1	BHE90_013661
RTE71925.1	BHE90_013662
RTE71924.1	BHE90_013663
RTE71929.1	BHE90_013664
RTE71928.1	BHE90_013665
RTE71927.1	BHE90_013666
RTE71926.1	BHE90_013667
RTE71932.1	BHE90_013668
RTE71910.1	BHE90_013669
RTE71912.1	BHE90_013670
RTE71913.1	BHE90_013671
RTE71914.1	BHE90_013672
RTE71915.1	BHE90_013673
RTE71916.1	BHE90_013674
RTE71917.1	BHE90_013675
RTE71918.1	BHE90_013676
RTE71909.1	BHE90_013677
RTE71908.1	BHE90_013678
RTE71911.1	BHE90_013679
RTE71921.1	BHE90_013680
RTE71920.1	BHE90_013681
RTE71923.1	BHE90_013682
RTE71922.1	BHE90_013683
RTE71919.1	BHE90_013684
RTE71892.1	BHE90_013685
RTE71907.1	BHE90_013686
RTE71906.1	BHE90_013687
RTE71903.1	BHE90_013688
RTE71894.1	BHE90_013689
RTE71883.1	BHE90_013690
RTE71884.1	BHE90_013691
RTE71886.1	BHE90_013692
RTE71887.1	BHE90_013693
RTE71889.1	BHE90_013694
RTE71893.1	BHE90_013695
RTE71888.1	BHE90_013696
RTE71902.1	BHE90_013697
RTE71890.1	BHE90_013698
RTE71891.1	BHE90_013699
RTE71895.1	BHE90_013700
RTE71885.1	BHE90_013701
RTE71900.1	BHE90_013702
RTE71901.1	BHE90_013703
RTE71896.1	BHE90_013704
RTE71897.1	BHE90_013705
RTE71898.1	BHE90_013706
RTE71899.1	BHE90_013707
RTE71904.1	BHE90_013708
RTE71905.1	BHE90_013709
RTE71875.1	BHE90_013710
RTE71879.1	BHE90_013711
RTE71874.1	BHE90_013712
RTE71882.1	BHE90_013713
RTE71873.1	BHE90_013714
RTE71878.1	BHE90_013715
RTE71881.1	BHE90_013716
RTE71872.1	BHE90_013717
RTE71877.1	BHE90_013718
RTE71876.1	BHE90_013719
RTE71869.1	BHE90_013720
RTE71880.1	BHE90_013721
RTE71867.1	BHE90_013722
RTE71868.1	BHE90_013723
RTE71870.1	BHE90_013724
RTE71871.1	BHE90_013725
RTE71863.1	BHE90_013726
RTE71849.1	BHE90_013727
RTE71864.1	BHE90_013728
RTE71865.1	BHE90_013729
RTE71852.1	BHE90_013730
RTE71851.1	BHE90_013731
RTE71861.1	BHE90_013732
RTE71860.1	BHE90_013733
RTE71850.1	BHE90_013734
RTE71857.1	BHE90_013735
RTE71859.1	BHE90_013736
RTE71858.1	BHE90_013737
RTE71862.1	BHE90_013738
RTE71853.1	BHE90_013739
RTE71854.1	BHE90_013740
RTE71855.1	BHE90_013741
RTE71856.1	BHE90_013742
RTE71866.1	BHE90_013743
RTE71835.1	BHE90_013744
RTE71845.1	BHE90_013745
RTE71846.1	BHE90_013746
RTE71847.1	BHE90_013747
RTE71844.1	BHE90_013748
RTE71848.1	BHE90_013749
RTE71834.1	BHE90_013750
RTE71837.1	BHE90_013751
RTE71833.1	BHE90_013752
RTE71836.1	BHE90_013753
RTE71841.1	BHE90_013754
RTE71840.1	BHE90_013755
RTE71839.1	BHE90_013756
RTE71838.1	BHE90_013757
RTE71843.1	BHE90_013758
RTE71842.1	BHE90_013759
RTE71829.1	BHE90_013760
RTE71830.1	BHE90_013761
RTE71827.1	BHE90_013762
RTE71828.1	BHE90_013763
RTE71825.1	BHE90_013764
RTE71826.1	BHE90_013765
RTE71823.1	BHE90_013766
RTE71824.1	BHE90_013767
RTE71831.1	BHE90_013768
RTE71832.1	BHE90_013769
RTE71816.1	BHE90_013770
RTE71815.1	BHE90_013771
RTE71818.1	BHE90_013772
RTE71817.1	BHE90_013773
RTE71820.1	BHE90_013774
RTE71819.1	BHE90_013775
RTE71822.1	BHE90_013776
RTE71821.1	BHE90_013777
RTE81800.1	BHE90_003651
RTE81799.1	BHE90_003652
RTE81798.1	BHE90_003653
RTE81804.1	BHE90_003654
RTE81803.1	BHE90_003655
RTE81802.1	BHE90_003656
RTE81801.1	BHE90_003657
RTE81797.1	BHE90_003658
RTE81796.1	BHE90_003659
RTE81765.1	BHE90_003660
RTE81766.1	BHE90_003661
RTE81763.1	BHE90_003662
RTE81764.1	BHE90_003663
RTE81761.1	BHE90_003664
RTE81762.1	BHE90_003665
RTE81759.1	BHE90_003666
RTE81760.1	BHE90_003667
RTE81767.1	BHE90_003668
RTE81768.1	BHE90_003669
RTE81806.1	BHE90_003670
RTE81805.1	BHE90_003671
RTE81808.1	BHE90_003672
RTE81807.1	BHE90_003673
RTE81810.1	BHE90_003674
RTE81809.1	BHE90_003675
RTE81812.1	BHE90_003676
RTE81811.1	BHE90_003677
RTE81814.1	BHE90_003678
RTE81813.1	BHE90_003679
RTE81831.1	BHE90_003680
RTE81832.1	BHE90_003681
RTE81833.1	BHE90_003682
RTE81834.1	BHE90_003683
RTE81827.1	BHE90_003684
RTE81828.1	BHE90_003685
RTE81829.1	BHE90_003686
RTE81830.1	BHE90_003687
RTE81825.1	BHE90_003688
RTE81826.1	BHE90_003689
RTE81795.1	BHE90_003690
RTE81794.1	BHE90_003691
RTE81793.1	BHE90_003692
RTE81792.1	BHE90_003693
RTE81791.1	BHE90_003694
RTE81790.1	BHE90_003695
RTE81789.1	BHE90_003696
RTE81788.1	BHE90_003697
RTE81787.1	BHE90_003698
RTE81786.1	BHE90_003699
RTE81783.1	BHE90_003700
RTE81782.1	BHE90_003701
RTE81785.1	BHE90_003702
RTE81784.1	BHE90_003703
RTE81779.1	BHE90_003704
RTE81778.1	BHE90_003705
RTE81781.1	BHE90_003706
RTE81780.1	BHE90_003707
RTE81777.1	BHE90_003708
RTE81776.1	BHE90_003709
RTE81817.1	BHE90_003710
RTE81818.1	BHE90_003711
RTE81815.1	BHE90_003712
RTE81816.1	BHE90_003713
RTE81821.1	BHE90_003714
RTE81822.1	BHE90_003715
RTE81819.1	BHE90_003716
RTE81820.1	BHE90_003717
RTE81823.1	BHE90_003718
RTE81824.1	BHE90_003719
RTE81775.1	BHE90_003720
RTE81774.1	BHE90_003721
RTE81835.1	BHE90_003722
RTE81773.1	BHE90_003723
RTE81772.1	BHE90_003724
RTE81771.1	BHE90_003725
RTE81770.1	BHE90_003726
RTE81769.1	BHE90_003727
RTE71804.1	BHE90_013778
RTE71803.1	BHE90_013779
RTE71807.1	BHE90_013780
RTE71814.1	BHE90_013781
RTE71808.1	BHE90_013782
RTE71809.1	BHE90_013783
RTE71805.1	BHE90_013784
RTE71806.1	BHE90_013785
RTE71812.1	BHE90_013786
RTE71813.1	BHE90_013787
RTE71811.1	BHE90_013788
RTE71798.1	BHE90_013789
RTE71810.1	BHE90_013790
RTE71801.1	BHE90_013791
RTE71802.1	BHE90_013792
RTE71800.1	BHE90_013793
RTE71799.1	BHE90_013794
RTE71786.1	BHE90_013795
RTE71788.1	BHE90_013796
RTE71785.1	BHE90_013797
RTE71787.1	BHE90_013798
RTE71784.1	BHE90_013799
RTE71792.1	BHE90_013800
RTE71791.1	BHE90_013801
RTE71790.1	BHE90_013802
RTE71789.1	BHE90_013803
RTE71796.1	BHE90_013804
RTE71795.1	BHE90_013805
RTE71794.1	BHE90_013806
RTE71793.1	BHE90_013807
RTE71797.1	BHE90_013808
RTE71780.1	BHE90_013809
RTE71771.1	BHE90_013810
RTE71772.1	BHE90_013811
RTE71773.1	BHE90_013812
RTE71774.1	BHE90_013813
RTE71775.1	BHE90_013814
RTE71776.1	BHE90_013816
RTE71777.1	BHE90_013817
RTE71778.1	BHE90_013818
RTE71779.1	BHE90_013819
RTE71781.1	BHE90_013820
RTE71782.1	BHE90_013821
RTE71783.1	BHE90_013822
RTE71768.1	BHE90_013823
RTE71767.1	BHE90_013824
RTE71766.1	BHE90_013825
RTE71770.1	BHE90_013826
RTE71769.1	BHE90_013827
RTE71765.1	BHE90_013828
RTE71764.1	BHE90_013829
RTE71759.1	BHE90_013830
RTE71757.1	BHE90_013831
RTE71758.1	BHE90_013832
RTE71756.1	BHE90_013833
RTE71763.1	BHE90_013834
RTE71762.1	BHE90_013835
RTE71754.1	BHE90_013836
RTE71755.1	BHE90_013837
RTE71753.1	BHE90_013838
RTE71752.1	BHE90_013839
RTE71761.1	BHE90_013840
RTE71760.1	BHE90_013841
RTE71744.1	BHE90_013842
RTE71743.1	BHE90_013843
RTE71742.1	BHE90_013844
RTE71741.1	BHE90_013845
RTE71740.1	BHE90_013846
RTE71739.1	BHE90_013847
RTE71738.1	BHE90_013848
RTE71745.1	BHE90_013849
RTE71748.1	BHE90_013850
RTE71749.1	BHE90_013851
RTE71750.1	BHE90_013852
RTE71751.1	BHE90_013853
RTE71746.1	BHE90_013854
RTE71747.1	BHE90_013855
RTE71736.1	BHE90_013856
RTE71737.1	BHE90_013857
RTE71735.1	BHE90_013858
RTE71725.1	BHE90_013859
RTE71730.1	BHE90_013860
RTE71729.1	BHE90_013861
RTE71732.1	BHE90_013862
RTE71731.1	BHE90_013863
RTE71726.1	BHE90_013865
RTE71728.1	BHE90_013866
RTE71727.1	BHE90_013867
RTE71733.1	BHE90_013868
RTE71734.1	BHE90_013869
RTE71719.1	BHE90_013870
RTE71720.1	BHE90_013871
RTE71717.1	BHE90_013872
RTE71718.1	BHE90_013873
RTE71722.1	BHE90_013874
RTE71723.1	BHE90_013875
RTE71721.1	BHE90_013876
RTE71724.1	BHE90_013877
RTE71716.1	BHE90_013878
RTE71701.1	BHE90_013879
RTE71708.1	BHE90_013880
RTE71710.1	BHE90_013881
RTE71707.1	BHE90_013882
RTE71706.1	BHE90_013883
RTE71709.1	BHE90_013884
RTE71713.1	BHE90_013885
RTE71712.1	BHE90_013886
RTE71711.1	BHE90_013887
RTE71715.1	BHE90_013888
RTE71714.1	BHE90_013889
RTE71702.1	BHE90_013890
RTE71705.1	BHE90_013891
RTE71703.1	BHE90_013892
RTE71704.1	BHE90_013893
RTE71680.1	BHE90_013894
RTE71682.1	BHE90_013895
RTE71681.1	BHE90_013896
RTE71683.1	BHE90_013897
RTE71679.1	BHE90_013898
RTE71700.1	BHE90_013899
RTE71688.1	BHE90_013900
RTE71677.1	BHE90_013901
RTE71686.1	BHE90_013902
RTE71687.1	BHE90_013903
RTE71691.1	BHE90_013904
RTE71692.1	BHE90_013905
RTE71689.1	BHE90_013906
RTE71690.1	BHE90_013907
RTE71684.1	BHE90_013908
RTE71685.1	BHE90_013909
RTE71697.1	BHE90_013910
RTE71696.1	BHE90_013911
RTE71699.1	BHE90_013912
RTE71698.1	BHE90_013913
RTE71694.1	BHE90_013914
RTE71693.1	BHE90_013915
RTE71678.1	BHE90_013916
RTE71695.1	BHE90_013917
RTE71675.1	BHE90_013918
RTE71674.1	BHE90_013919
RTE71669.1	BHE90_013920
RTE71670.1	BHE90_013921
RTE71671.1	BHE90_013922
RTE71672.1	BHE90_013923
RTE71666.1	BHE90_013924
RTE71667.1	BHE90_013925
RTE71668.1	BHE90_013926
RTE71663.1	BHE90_013927
RTE71664.1	BHE90_013928
RTE71665.1	BHE90_013929
RTE71673.1	BHE90_013930
RTE71676.1	BHE90_013931
RTE71662.1	BHE90_013932
RTE71660.1	BHE90_013933
RTE71661.1	BHE90_013934
RTE71659.1	BHE90_013935
RTE71658.1	BHE90_013936
RTE71657.1	BHE90_013937
RTE71656.1	BHE90_013938
RTE71655.1	BHE90_013939
RTE71654.1	BHE90_013940
RTE71653.1	BHE90_013941
RTE81700.1	BHE90_003728
RTE81699.1	BHE90_003729
RTE81734.1	BHE90_003730
RTE81735.1	BHE90_003731
RTE81736.1	BHE90_003732
RTE81737.1	BHE90_003733
RTE81730.1	BHE90_003734
RTE81731.1	BHE90_003735
RTE81732.1	BHE90_003736
RTE81733.1	BHE90_003737
RTE81738.1	BHE90_003738
RTE81739.1	BHE90_003739
RTE81714.1	BHE90_003740
RTE81713.1	BHE90_003741
RTE81716.1	BHE90_003742
RTE81715.1	BHE90_003743
RTE81718.1	BHE90_003744
RTE81717.1	BHE90_003745
RTE81720.1	BHE90_003746
RTE81719.1	BHE90_003747
RTE81722.1	BHE90_003748
RTE81721.1	BHE90_003749
RTE81755.1	BHE90_003750
RTE81756.1	BHE90_003751
RTE81753.1	BHE90_003752
RTE81754.1	BHE90_003753
RTE81751.1	BHE90_003754
RTE81752.1	BHE90_003755
RTE81749.1	BHE90_003756
RTE81750.1	BHE90_003757
RTE81757.1	BHE90_003758
RTE81758.1	BHE90_003759
RTE81708.1	BHE90_003760
RTE81707.1	BHE90_003761
RTE81706.1	BHE90_003762
RTE81705.1	BHE90_003763
RTE81712.1	BHE90_003764
RTE81711.1	BHE90_003765
RTE81710.1	BHE90_003766
RTE81709.1	BHE90_003767
RTE81704.1	BHE90_003768
RTE81703.1	BHE90_003769
RTE81742.1	BHE90_003770
RTE81743.1	BHE90_003771
RTE81744.1	BHE90_003772
RTE81745.1	BHE90_003773
RTE81746.1	BHE90_003774
RTE81701.1	BHE90_003775
RTE81747.1	BHE90_003776
RTE81748.1	BHE90_003777
RTE81740.1	BHE90_003778
RTE81741.1	BHE90_003779
RTE81702.1	BHE90_003780
RTE81694.1	BHE90_003781
RTE81696.1	BHE90_003782
RTE81695.1	BHE90_003783
RTE81691.1	BHE90_003784
RTE81690.1	BHE90_003785
RTE81693.1	BHE90_003786
RTE81692.1	BHE90_003787
RTE81698.1	BHE90_003788
RTE81697.1	BHE90_003789
RTE81725.1	BHE90_003790
RTE81726.1	BHE90_003791
RTE81723.1	BHE90_003792
RTE81724.1	BHE90_003793
RTE81728.1	BHE90_003794
RTE81729.1	BHE90_003795
RTE81727.1	BHE90_003796
RTE71651.1	BHE90_013942
RTE71642.1	BHE90_013943
RTE71637.1	BHE90_013944
RTE71638.1	BHE90_013945
RTE71644.1	BHE90_013946
RTE71645.1	BHE90_013947
RTE71641.1	BHE90_013948
RTE71650.1	BHE90_013949
RTE71640.1	BHE90_013950
RTE71646.1	BHE90_013951
RTE71648.1	BHE90_013952
RTE71647.1	BHE90_013953
RTE71643.1	BHE90_013954
RTE71652.1	BHE90_013955
RTE71639.1	BHE90_013956
RTE71649.1	BHE90_013957
RTE71623.1	BHE90_013958
RTE71636.1	BHE90_013959
RTE71624.1	BHE90_013960
RTE71625.1	BHE90_013961
RTE71626.1	BHE90_013962
RTE71627.1	BHE90_013963
RTE71628.1	BHE90_013964
RTE71629.1	BHE90_013965
RTE71630.1	BHE90_013966
RTE71631.1	BHE90_013967
RTE71632.1	BHE90_013968
RTE71633.1	BHE90_013969
RTE71634.1	BHE90_013970
RTE71635.1	BHE90_013971
RTE71622.1	BHE90_013972
RTE71612.1	BHE90_013973
RTE71606.1	BHE90_013974
RTE71614.1	BHE90_013975
RTE71605.1	BHE90_013976
