# Program:featureCounts v2.0.6; Command:"featureCounts" "-g" "gene_id" "-G" "alt_fungi/GCA_003957675.1_FeuwUCR1854v2_genomic.fna" "-s" "0" "-a" "alt_fungi/genes/GCA_003957675.1_FeuwUCR1854v2_genomic.fixed.gtf" "--tmpDir" "/scratch/jstajich/" "-o" "results/STAR_fungi_expression/Feuw_read_count.tsv" "-F" "GTF" "-T" "24" "-M" "results/STAR_fungi/Feuw_Mycangia_BH1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_BH5Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EF4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP1Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_EP4Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP2Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP3Aligned.out.bam" "results/STAR_fungi/Feuw_Mycangia_LP4Aligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR_fungi/Feuw_Mycangia_BH1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_BH5Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EF4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP1Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_EP4Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP2Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP3Aligned.out.bam	results/STAR_fungi/Feuw_Mycangia_LP4Aligned.out.bam
BHE90_011623	MIKF01000241.1;MIKF01000241.1;MIKF01000241.1;MIKF01000241.1	58628;58761;58894;60073	58706;58813;60015;60117	+;+;+;+	1299	26	62	13	14	19	0	0	0	0	0	0	0	0	0	0	3
BHE90_011624	MIKF01000241.1;MIKF01000241.1	60335;60713	60578;60912	-;-	444	20	75	30	24	27	0	0	0	0	0	0	0	0	0	0	2
BHE90_011625	MIKF01000241.1;MIKF01000241.1;MIKF01000241.1;MIKF01000241.1	61394;61529;61889;62216	61475;61837;62154;63250	-;-;-;-	1692	100	117	47	45	54	0	0	4	0	0	0	6	0	0	0	2
BHE90_011626	MIKF01000241.1;MIKF01000241.1;MIKF01000241.1	64459;64715;64959	64656;64887;65139	-;-;-	552	0	14	8	9	2	0	0	0	0	0	0	0	2	0	0	0
BHE90_011627	MIKF01000241.1	66437	67459	+	1023	12	12	6	6	14	0	0	0	0	0	0	0	0	0	0	0
BHE90_011628	MIKF01000241.1;MIKF01000241.1;MIKF01000241.1	67807;67883;68036	67830;67971;68312	+;+;+	390	33	58	22	22	16	0	0	0	0	0	0	0	0	0	0	3
BHE90_011629	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	350;454;669;2945;3174;4625;4877	400;582;1908;3088;4362;4780;5156	-;-;-;-;-;-;-	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011630	MIKF01000242.1;MIKF01000242.1	5464;6076	5558;6388	+;+	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011631	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	9242;9483;9599;10129;10314	9388;9519;10058;10259;10669	+;+;+;+;+	1131	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
BHE90_011632	MIKF01000242.1;MIKF01000242.1	11595;12087	12030;12709	-;-	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011633	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	13868;15792;15905;16100;16702;17078;17506	15727;15841;16043;16573;17010;17125;17541	+;+;+;+;+;+;+	2916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011634	MIKF01000242.1	17722	18099	+	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011635	MIKF01000242.1;MIKF01000242.1	18354;18847	18791;18996	-;-	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011636	MIKF01000242.1	20403	21311	+	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011637	MIKF01000242.1	21420	22820	-	1401	4	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BHE90_011638	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	23236;23473;23828;24020;24506;24721;24826	23425;23777;23965;24449;24669;24768;24900	-;-;-;-;-;-;-	1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011639	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	26485;26715;26931;27062;28136	26650;26881;27010;28082;28216	-;-;-;-;-	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011640	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	30742;31095;31289	31034;31238;31670	+;+;+	819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011641	MIKF01000242.1;MIKF01000242.1	32378;32707	32653;33942	+;+	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011642	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	34023;34853;35263;35682;35899;36649	34803;35203;35626;35842;36595;36736	-;-;-;-;-;-	2442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011643	MIKF01000242.1	37475	38002	+	528	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011644	MIKF01000242.1	40967	41590	+	624	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011645	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	45966;46614;47213	46541;47162;47482	+;+;+	1395	4	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011646	MIKF01000242.1;MIKF01000242.1	47650;47740	47689;49202	+;+	1503	6	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011647	MIKF01000242.1;MIKF01000242.1	50375;50597	50541;50708	-;-	279	8	34	15	17	10	0	0	0	0	0	0	0	0	0	0	0
BHE90_011648	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	51683;51743;52110;52180;52251	51695;52061;52134;52203;52316	+;+;+;+;+	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011649	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	52638;53833;54217	53782;54156;54301	-;-;-	1554	2	18	6	4	8	0	0	2	0	0	0	4	0	0	0	0
BHE90_011650	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	54714;54890;55203;55314	54830;55153;55264;55434	+;+;+;+	564	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
BHE90_011651	MIKF01000242.1;MIKF01000242.1	56506;57017	56967;57181	+;+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011652	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	61775;63020;63469	62927;63289;63476	-;-;-	1431	10	10	0	2	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_011653	MIKF01000242.1;MIKF01000242.1;MIKF01000242.1	65929;66500;67604	66397;67498;67980	-;-;-	1845	10	13	4	0	3	0	0	0	0	0	0	0	0	0	0	7
BHE90_011654	MIKF01000243.1;MIKF01000243.1	1273;1411	1356;2322	+;+	996	6	16	41	4	6	0	0	0	0	0	0	0	0	0	0	2
BHE90_011655	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	2698;2937;3653	2891;3604;3828	+;+;+	1038	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
BHE90_011656	MIKF01000243.1	4185	4955	+	771	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011657	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	6031;6318;6698	6269;6639;7276	+;+;+	1140	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	2
BHE90_011658	MIKF01000243.1	8685	9884	+	1200	5	4	8	2	0	2	0	0	0	0	0	0	0	0	0	0
BHE90_011659	MIKF01000243.1	17300	18295	+	996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BHE90_011660	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	18549;18770;19020	18722;18971;20047	+;+;+	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011661	MIKF01000243.1	23541	24944	-	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011662	MIKF01000243.1;MIKF01000243.1	30881;32432	32368;32596	-;-	1653	0	0	2	4	0	2	0	8	0	0	0	0	0	0	0	2
BHE90_011663	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	32722;32870;33076	32735;32936;33399	+;+;+	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011664	MIKF01000243.1;MIKF01000243.1	34820;35719	35653;35955	-;-	1071	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011665	MIKF01000243.1;MIKF01000243.1	36345;37073	37016;37276	-;-	876	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011666	MIKF01000243.1;MIKF01000243.1	37954;39518	39467;40739	-;-	2736	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_011667	MIKF01000243.1	42169	42861	+	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011668	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	43092;43821;44287;44598	43773;44238;44547;44628	-;-;-;-	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011669	MIKF01000243.1;MIKF01000243.1	45082;45241	45193;46193	-;-	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011670	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	47186;47345;47504;48404;48527;48699;49351;49577;50548;50791	47287;47440;48352;48468;48638;48733;49522;50496;50745;50992	+;+;+;+;+;+;+;+;+;+	2751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011671	MIKF01000243.1;MIKF01000243.1	51466;52855	52799;52897	-;-	1377	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_011672	MIKF01000243.1	53544	54794	-	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011673	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	55010;55207;55888;56339	55153;55838;56289;56381	+;+;+;+	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011674	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	57113;57799;57910;58043;58127;58292	57744;57859;57990;58072;58137;58343	-;-;-;-;-;-	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011675	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	58595;58873;59214;59529;59834;60010;60092	58824;59166;59470;59776;59954;60041;60226	-;-;-;-;-;-;-	1317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011676	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	60556;60884;61137;61573;61966;62118;62215	60835;61078;61520;61914;62063;62157;62402	+;+;+;+;+;+;+	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011677	MIKF01000243.1;MIKF01000243.1	62731;64074	64023;64217	-;-	1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011678	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	64643;65621;66027	65575;65975;66340	+;+;+	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011679	MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1;MIKF01000243.1	66563;67694;67903;68007;68802;69373;69488	67595;67848;67953;68746;69295;69427;69557	-;-;-;-;-;-;-	2598	2	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011680	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	529;643;746	584;692;1845	-;-;-	1206	39	70	26	25	28	0	0	0	0	2	0	0	0	0	0	2
BHE90_011681	MIKF01000244.1;MIKF01000244.1	3699;3955	3864;4496	-;-	708	28	73	11	17	42	0	0	0	0	1	0	0	0	0	0	0
BHE90_011682	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	6602;6776;7608	6720;7557;7738	+;+;+	1032	179	470	150	99	161	10	0	4	0	0	12	1	0	0	0	12
BHE90_011683	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	7914;8261;8647	8208;8600;8935	-;-;-	924	0	4	0	2	4	0	0	2	0	0	2	1	0	0	0	2
BHE90_011684	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	9300;9523;10026	9471;9972;10063	-;-;-	660	4	4	10	10	6	0	0	0	0	0	0	4	0	0	0	2
BHE90_011685	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	12274;12456;13032	12390;12982;13212	-;-;-	825	1	4	4	1	0	0	0	0	0	0	0	4	0	0	0	0
BHE90_011686	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	27581;27713;28254	27629;28163;28671	+;+;+	918	2	16	0	7	6	0	0	2	0	0	0	2	0	0	0	0
BHE90_011687	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	29605;29842;30267;30486	29788;30217;30422;30849	-;-;-;-	1080	0	23	4	0	0	0	0	2	0	0	0	0	0	0	0	1
BHE90_011688	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	32094;34170;34922	34120;34800;35710	-;-;-	3447	31	51	6	18	12	0	2	2	0	0	0	0	0	0	0	2
BHE90_011689	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	38702;38947;41584;42306;42497;42890	38895;40774;42242;42441;42834;43175	+;+;+;+;+;+	3441	26	52	18	19	24	0	0	2	0	0	0	0	0	0	0	2
BHE90_011690	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	44673;44835;44975;45052;45298;45697;45812;46455;46778;46908;47122	44801;44927;44998;45247;45636;45748;46390;46728;46858;47066;47469	+;+;+;+;+;+;+;+;+;+;+	2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011691	MIKF01000244.1	47730	48269	+	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011692	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	48367;48492;48862;49083	48373;48798;49020;49290	-;-;-;-	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011693	MIKF01000244.1;MIKF01000244.1	49917;50364	50310;50821	+;+	852	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011694	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	51450;52437;52944	52385;52891;53172	-;-;-	1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011695	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	54748;54820;55087	54754;55040;55830	+;+;+	972	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011696	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	56672;57039;57849	56983;57798;58228	+;+;+	1452	4	4	10	6	8	0	0	2	0	0	2	0	0	0	0	0
BHE90_011697	MIKF01000244.1;MIKF01000244.1;MIKF01000244.1;MIKF01000244.1	58628;59449;59682;59807	59384;59564;59723;59809	-;-;-;-	918	44	83	28	48	53	0	0	0	0	0	0	1	0	0	0	0
BHE90_011698	MIKF01000244.1;MIKF01000244.1	60380;60545	60496;61447	+;+	1020	10	18	15	10	11	0	0	0	0	0	0	0	0	0	0	0
BHE90_011699	MIKF01000244.1;MIKF01000244.1	62358;63408	63357;64573	-;-	2166	12	38	28	22	22	8	0	0	0	0	0	0	0	0	0	1
BHE90_011700	MIKF01000244.1	69232	69684	+	453	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BHE90_011701	MIKF01000245.1	1204	3240	-	2037	20	27	16	26	11	2	0	0	0	0	0	0	0	0	0	6
BHE90_011702	MIKF01000245.1;MIKF01000245.1	4065;4360	4308;5537	+;+	1422	2	17	2	0	2	0	0	0	0	0	2	0	0	0	0	0
BHE90_011703	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	7373;7963;8197;8324;9045	7912;8147;8275;8997;9549	+;+;+;+;+	1983	60	55	86	36	46	0	2	11	0	0	0	2	0	0	0	0
BHE90_011704	MIKF01000245.1	10048	10887	-	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011705	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	11782;11940;12709	11887;12659;12815	+;+;+	933	20	75	45	20	24	2	2	0	0	8	0	6	0	0	0	4
BHE90_011706	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	13628;13794;13886;14654	13741;13835;14607;15098	+;+;+;+	1323	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2
BHE90_011707	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	15174;17779;17947	17715;17891;17964	-;-;-	2673	4	58	8	3	12	2	0	0	0	0	0	0	0	0	0	4
BHE90_011708	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	18653;18846;19068;19428	18754;19008;19378;20006	+;+;+;+	1155	24	87	31	31	42	2	0	2	0	2	0	0	0	0	0	14
BHE90_011709	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	20737;21594;21933;22107	21540;21876;22052;22252	-;-;-;-	1353	12	34	20	6	8	0	0	0	0	0	0	0	0	0	0	0
BHE90_011710	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	24237;24673;24967;25180;25689;26681;27382;27583;28063;28430;28607	24239;24826;25114;25639;26631;27330;27533;28012;28377;28559;28716	+;+;+;+;+;+;+;+;+;+;+	3495	29	81	27	11	18	0	3	0	0	0	0	0	0	0	0	4
BHE90_011711	MIKF01000245.1	29354	30160	-	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011712	MIKF01000245.1;MIKF01000245.1	31292;31489	31438;31596	+;+	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011713	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	34722;35803;36096;36600;37404	35751;36042;36546;37345;37906	-;-;-;-;-	2970	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011714	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	38637;38820;38908;39036;39379	38741;38856;38982;39323;39758	-;-;-;-;-	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011715	MIKF01000245.1	40608	41141	-	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
BHE90_011716	MIKF01000245.1	42664	43545	+	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011717	MIKF01000245.1	44115	46691	-	2577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011718	MIKF01000245.1	46760	47251	-	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011719	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	47672;47779;47878;48132	47727;47828;48078;48970	-;-;-;-	1146	26	48	36	12	19	0	0	0	0	0	0	0	0	0	0	0
BHE90_011720	MIKF01000245.1	49563	50435	-	873	6	6	10	11	4	4	0	0	0	0	0	0	0	0	0	0
BHE90_011721	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	51198;52295;52886;53512;53817	52225;52832;53461;53768;54495	-;-;-;-;-	3078	8	11	4	2	8	0	0	0	0	0	0	0	0	0	0	3
BHE90_011722	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	55304;55815;56280	55765;56221;56385	-;-;-	975	3	2	6	4	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011723	MIKF01000245.1	56773	57954	-	1182	8	16	6	18	6	4	0	0	0	0	0	0	0	0	0	0
BHE90_011724	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	64437;65253;65341;65489	65145;65287;65436;65503	-;-;-;-	855	8	13	8	0	4	0	0	1	0	0	0	0	0	0	0	4
BHE90_011725	MIKF01000245.1	66291	67307	+	1017	1	15	6	10	8	0	0	0	0	0	0	0	0	0	0	2
BHE90_011726	MIKF01000245.1;MIKF01000245.1;MIKF01000245.1	67581;67674;67990	67614;67927;68073	-;-;-	372	6	10	2	6	5	0	2	0	0	0	0	0	0	0	0	0
BHE90_011727	MIKF01000245.1	68339	68686	+	348	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_011728	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	3392;3572;4474;4670	3451;4354;4614;5491	+;+;+;+	1806	12	10	10	0	4	0	0	0	0	0	0	0	0	0	0	0
BHE90_011729	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	7036;7112;7289;7856;8103	7057;7231;7804;8032;8503	+;+;+;+;+	1236	8	8	2	0	2	0	0	0	0	0	0	0	0	0	0	4
BHE90_011730	MIKF01000246.1	9028	10017	+	990	2	10	4	4	3	0	0	0	0	0	0	2	0	0	0	0
BHE90_011731	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	10045;10624;11203	10560;11147;11212	-;-;-	1050	4	24	2	10	10	0	0	0	0	0	0	2	0	0	0	0
BHE90_011732	MIKF01000246.1;MIKF01000246.1	11660;11950	11880;12058	+;+	330	2	4	6	2	4	0	0	0	0	0	0	0	0	0	0	0
BHE90_011733	MIKF01000246.1;MIKF01000246.1	12258;13124	12837;13143	+;+	600	1	11	2	8	7	0	0	0	0	0	0	0	0	0	0	2
BHE90_011734	MIKF01000246.1;MIKF01000246.1	13292;14340	14212;14408	-;-	990	4	13	8	0	4	0	0	0	0	0	0	1	0	0	0	0
BHE90_011735	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	15350;16004;16307;16501;17317	15950;16251;16451;17255;17364	+;+;+;+;+	1797	7	18	13	8	6	0	0	0	0	0	0	0	1	0	0	1
BHE90_011736	MIKF01000246.1;MIKF01000246.1	17916;18421	18352;18619	-;-	636	2	2	12	0	2	0	0	0	0	0	0	0	0	0	0	0
BHE90_011737	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	19163;19286;19536;20558	19234;19485;20498;20822	+;+;+;+	1500	2	13	2	2	4	0	0	0	0	2	0	0	0	0	0	0
BHE90_011738	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	21543;21698;21864;22033;22763;23563	21596;21803;21984;22705;23504;23705	-;-;-;-;-;-	1839	8	26	0	0	6	0	0	0	0	0	0	2	0	0	0	2
BHE90_011739	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	24954;25172;26088;26941	25073;26035;26884;27013	+;+;+;+	1854	0	11	6	0	3	0	0	2	0	0	0	1	0	0	0	0
BHE90_011740	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	27634;31346;31463;31697	31287;31404;31531;31733	-;-;-;-	3819	18	69	35	25	34	2	0	0	0	0	0	0	0	0	0	11
BHE90_011741	MIKF01000246.1	32351	34804	+	2454	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHE90_011742	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	36066;36653;36933	36554;36853;38000	+;+;+	1758	16	35	18	26	7	0	0	0	0	0	0	0	0	0	0	0
BHE90_011743	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	39101;39261;40207	39184;40153;40474	+;+;+	1245	6	28	34	7	17	1	0	2	0	0	5	0	0	0	0	3
BHE90_011744	MIKF01000246.1;MIKF01000246.1	40799;41111	41032;41209	-;-	333	7	12	4	8	3	0	0	0	0	0	0	0	0	0	0	0
BHE90_011745	MIKF01000246.1	41969	43306	-	1338	14	20	12	4	24	0	0	0	0	0	0	2	0	0	0	2
BHE90_011746	MIKF01000246.1	44066	44488	+	423	2	5	2	1	1	0	0	0	0	0	3	0	0	0	0	0
BHE90_011747	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	44521;44670;44836;44921;45537;45734;45861	44617;44762;44864;45482;45683;45788;45942	-;-;-;-;-;-;-	1065	36	88	40	18	25	0	0	0	0	0	3	0	0	0	0	2
BHE90_011748	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	49533;49761;50914	49706;50839;51031	+;+;+	1371	10	25	10	11	14	0	0	2	0	0	1	0	0	0	0	2
BHE90_011749	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	51465;53173;53539;53805;54226	53094;53486;53749;54115;54243	-;-;-;-;-	2484	20	49	18	10	18	0	0	2	0	0	0	0	0	0	0	2
BHE90_011750	MIKF01000246.1;MIKF01000246.1;MIKF01000246.1;MIKF01000246.1	55017;55174;55774;56066	55117;55721;56011;56210	+;+;+;+	1032	86	190	46	37	112	4	0	4	0	0	0	4	0	0	0	2
